Time,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,secondaryFault,tertiaryFault,correctLabels
1815,0.26958,3647.2,4647.5,9.7408,26.704,42.416,2687.1,74.697,120.39,0.69893,81.336,50.604,2614.9,26.047,50.652,3087.5,22.642,64.065,155.13,341.73,94.615,78.928,32.082,9.0247,26.83,6.8285,18.375,1.021,32.877,13.926,24.122,1.2075,19.115,1.418,5.0492,2.5137,0.020023,0.82518,0.051977,53.905,44.614,63.061,55.633,26.43,61.848,21.096,83.438,39.878,48.043,30.819,41.24,17.615,0,0,3
1816,0.30743,3708.0,4738.0,9.5469,26.914,42.605,2688.8,74.534,120.41,0.6961,81.308,51.099,2616.7,22.477,50.722,3090.4,23.41,63.994,157.33,341.79,94.398,79.265,32.415,8.9047,26.631,6.9385,18.914,1.0191,33.373,14.125,24.382,1.2369,18.287,1.4057,5.1933,2.4717,0.020023,0.82518,0.051977,53.905,44.614,63.614,55.456,29.992,64.051,21.187,82.974,41.333,48.204,30.699,41.245,15.779,0,0,3
1817,0.30595,3691.0,4687.0,9.7227,26.979,43.222,2691.8,74.919,120.4,0.69547,81.483,49.416,2620.0,26.578,51.281,3091.7,24.129,64.002,154.46,342.24,94.419,79.166,32.415,8.9047,26.631,6.9385,18.914,1.0191,33.373,14.125,24.382,1.2369,18.287,1.4057,5.1933,2.4717,0.020023,0.82518,0.051977,53.905,44.614,63.907,56.066,30.138,60.666,21.479,83.051,36.381,49.498,31.029,41.103,14.063,0,0,3
1818,0.27363,3689.8,4628.8,9.671,26.976,42.449,2691.8,75.577,120.42,0.71965,81.544,50.164,2620.0,25.181,48.62,3092.3,22.979,64.021,155.99,342.52,94.402,79.288,32.344,9.0748,26.566,6.9174,18.194,1.0039,32.953,13.79,24.119,1.365,18.913,1.351,5.0952,2.4834,0.020023,0.82518,0.051977,53.905,44.614,62.961,55.462,26.842,62.969,21.686,85.71,38.584,43.341,30.969,41.627,16.776,0,0,3
1819,0.27266,3652.0,4632.1,9.6014,26.643,42.671,2691.5,75.131,120.39,0.71941,81.502,51.46,2619.6,24.333,50.888,3090.5,22.835,64.023,157.46,342.69,94.396,79.37,32.344,9.0748,26.566,6.9174,18.194,1.0039,32.953,13.79,24.119,1.365,18.913,1.351,5.0952,2.4834,0.020023,0.82518,0.051977,53.905,44.614,63.61,55.423,26.937,63.476,21.436,85.74,42.398,48.589,30.91,41.144,17.101,0,0,3
1820,0.27832,3703.2,4745.0,9.7189,27.181,42.821,2691.6,75.312,120.4,0.68429,81.401,51.109,2619.8,24.286,50.396,3093.2,22.04,64.028,156.98,341.98,94.427,79.048,31.975,9.1171,27.04,6.8935,18.464,0.97978,33.453,13.961,24.009,1.2327,18.214,1.4045,5.1104,2.3621,0.0068122,0.8291,0.064228,53.706,43.377,62.872,55.874,27.351,62.972,21.288,81.266,41.363,47.45,30.709,41.509,19.021,0,0,3
1821,0.2786,3658.3,4716.0,9.68,26.6,42.904,2693.3,74.299,120.41,0.685,81.346,50.687,2621.4,23.348,51.281,3093.2,22.609,64.001,154.5,342.66,94.537,79.346,31.975,9.1171,27.04,6.8935,18.464,0.97978,33.453,13.961,24.009,1.2327,18.214,1.4045,5.1104,2.3621,0.0068122,0.8291,0.064228,53.706,43.377,63.645,56.22,27.324,62.283,21.473,81.18,40.122,49.499,30.87,42.043,17.652,0,0,3
1822,0.31377,3712.4,4678.7,9.534,26.513,42.621,2694.8,75.252,120.38,0.70316,81.421,48.993,2623.2,25.23,49.136,3095.9,23.335,63.977,155.1,342.8,94.359,79.275,32.162,8.9998,26.719,6.7867,18.336,1.0187,33.404,13.899,24.318,1.1609,18.442,1.3744,5.2358,2.4279,0.0068122,0.8291,0.064228,53.706,43.377,62.9,56.082,30.935,64.56,21.637,83.604,35.135,44.535,30.756,41.183,15.928,0,0,3
1823,0.31431,3672.8,4684.1,9.6625,26.924,42.575,2696.4,73.995,120.42,0.70574,81.42,49.757,2624.6,24.52,49.45,3096.8,23.607,63.97,156.92,342.69,94.337,79.134,32.162,8.9998,26.719,6.7867,18.336,1.0187,33.404,13.899,24.318,1.1609,18.442,1.3744,5.2358,2.4279,0.0068122,0.8291,0.064228,53.706,43.377,63.581,56.017,30.883,61.919,21.7,83.289,37.386,45.261,30.531,41.573,15.282,0,0,3
1824,0.29784,3674.2,4680.1,9.6164,27.143,42.952,2698.7,74.538,120.43,0.69768,81.624,48.941,2627.1,24.619,49.347,3099.5,23.248,63.978,156.3,342.47,94.154,79.423,32.69,8.9133,26.503,6.9638,18.688,1.0007,33.133,13.743,23.744,1.2783,18.644,1.3644,5.1146,2.4245,0.0068122,0.8291,0.064228,53.706,43.377,64.535,56.442,29.196,63.432,21.766,82.775,34.985,45.023,30.525,42.296,16.097,0,0,3
1825,0.29711,3730.2,4720.5,9.7147,26.853,42.635,2698.7,73.803,120.4,0.70072,81.552,51.711,2627.6,25.634,48.857,3098.5,22.237,64.014,156.54,343.1,94.317,79.434,32.69,8.9133,26.503,6.9638,18.688,1.0007,33.133,13.743,23.744,1.2783,18.644,1.3644,5.1146,2.4245,0.018734,0.82125,0.065713,54.097,44.125,63.571,55.958,29.268,61.106,21.775,82.404,43.134,43.89,30.524,41.312,18.485,0,0,3
1826,0.24325,3658.8,4686.7,9.6178,26.905,42.466,2696.0,74.723,120.4,0.68135,81.368,52.285,2624.3,25.368,50.293,3095.4,23.242,64.038,155.91,343.14,94.223,78.997,32.179,9.041,26.902,6.9735,18.537,1.0059,33.325,13.847,23.974,1.2231,18.993,1.4063,5.1314,2.412,0.018734,0.82125,0.065713,54.097,44.125,63.252,55.543,24.035,65.202,21.721,80.58,44.824,47.212,30.554,42.07,16.129,0,0,3
1827,0.24405,3678.6,4694.8,9.6702,26.555,42.397,2693.9,74.515,120.38,0.68104,81.264,48.097,2622.9,25.031,51.255,3094.0,23.38,63.985,153.86,342.96,94.513,78.845,32.179,9.041,26.902,6.9735,18.537,1.0059,33.325,13.847,23.974,1.2231,18.993,1.4063,5.1314,2.412,0.018734,0.82125,0.065713,54.097,44.125,62.912,55.445,23.957,62.989,21.657,80.618,32.499,49.438,30.714,41.434,15.814,0,0,3
1828,0.29029,3674.8,4691.7,9.6683,26.801,42.262,2694.1,74.488,120.4,0.69383,81.142,49.894,2622.0,24.89,50.289,3093.2,23.262,63.907,155.95,343.09,94.469,78.93,32.434,8.8923,26.305,6.6773,19.034,0.9877,32.999,13.752,24.634,1.407,18.775,1.3721,5.137,2.4598,0.018734,0.82125,0.065713,54.097,44.125,62.81,55.881,28.617,63.308,21.686,81.8,37.789,47.203,30.509,41.892,16.111,0,0,3
1829,0.28857,3656.7,4728.7,9.5731,27.267,42.349,2694.2,74.692,120.37,0.68818,81.036,48.788,2622.9,24.505,49.799,3093.2,22.362,63.835,157.15,343.32,94.537,78.812,32.434,8.8923,26.305,6.6773,19.034,0.9877,32.999,13.752,24.634,1.407,18.775,1.3721,5.137,2.4598,0.018734,0.82125,0.065713,54.097,44.125,63.121,55.438,28.786,62.243,21.892,82.488,34.532,46.07,30.384,40.567,18.263,0,0,3
1830,0.26346,3728.3,4609.4,9.5619,26.994,43.234,2695.6,75.316,120.42,0.67956,81.163,50.175,2623.4,24.76,49.517,3094.2,21.752,63.81,155.08,343.45,94.421,79.132,33.025,8.923,26.896,6.8766,18.901,0.98945,33.083,13.851,24.401,1.1296,18.408,1.4181,5.0577,2.4849,0.0081736,0.80074,0.052138,53.509,43.391,64.54,55.645,26.174,63.369,21.871,80.977,38.616,45.417,30.332,41.879,19.7,0,0,3
1831,0.26541,3776.5,4609.0,9.6373,27.36,42.612,2695.9,75.628,120.39,0.6841,81.401,51.543,2624.7,25.036,50.211,3094.7,22.912,63.822,156.67,343.41,94.184,79.595,33.025,8.923,26.896,6.8766,18.901,0.98945,33.083,13.851,24.401,1.1296,18.408,1.4181,5.0577,2.4849,0.0081736,0.80074,0.052138,53.509,43.391,63.71,55.649,25.981,62.328,22.082,80.423,42.642,47.021,30.077,42.035,16.906,0,0,3
1832,0.19997,3698.3,4664.5,9.5686,27.111,42.514,2694.5,74.628,120.41,0.69188,81.582,49.965,2622.9,24.834,48.373,3092.8,22.198,63.875,155.14,343.37,94.37,79.276,32.622,8.884,26.226,6.9083,18.752,1.024,33.285,13.749,24.158,1.0626,18.608,1.3943,4.9444,2.4478,0.0081736,0.80074,0.052138,53.509,43.391,63.408,55.281,20.06,62.722,21.951,82.096,37.998,42.769,30.095,41.693,18.596,0,0,3
1833,0.20212,3694.0,4651.3,9.5377,26.826,42.593,2690.8,74.698,120.43,0.69291,81.347,51.116,2618.7,25.199,48.647,3091.3,22.413,63.903,153.05,341.99,94.331,79.105,32.622,8.884,26.226,6.9083,18.752,1.024,33.285,13.749,24.158,1.0626,18.608,1.3943,4.9444,2.4478,0.0081736,0.80074,0.052138,53.509,43.391,63.483,55.438,19.849,61.331,21.451,81.97,41.385,43.403,30.162,42.298,18.1,0,0,3
1834,0.23618,3684.9,4607.3,9.6414,26.748,42.798,2688.9,75.227,120.37,0.67895,81.223,51.268,2616.9,25.067,48.793,3090.9,23.312,63.889,154.47,341.63,94.562,78.781,32.404,9.2018,26.439,6.9153,19.06,1.0241,33.078,13.774,24.721,1.2745,18.208,1.4107,5.1474,2.4268,0.0081736,0.80074,0.052138,53.509,43.391,63.351,56.323,22.874,64.866,21.048,80.896,41.83,43.741,29.92,40.954,16.0,0,0,3
1835,0.23548,3686.7,4662.4,9.5415,27.091,42.565,2690.7,75.277,120.4,0.67988,81.312,49.821,2618.4,24.629,49.503,3090.7,22.372,63.853,153.08,342.22,94.494,79.3,32.404,9.2018,26.439,6.9153,19.06,1.0241,33.078,13.774,24.721,1.2745,18.208,1.4107,5.1474,2.4268,0.019127,0.80068,0.055654,53.772,43.651,63.32,55.663,22.943,62.501,21.392,80.782,37.572,45.385,29.362,41.572,18.202,0,0,3
1836,0.25171,3690.5,4626.7,9.6179,26.714,42.392,2691.7,74.149,120.4,0.68216,81.389,48.605,2620.1,23.16,49.378,3090.3,23.167,63.806,150.66,342.08,94.55,78.991,32.195,9.0659,26.359,6.9389,18.777,1.0005,33.19,13.873,24.448,1.2969,18.365,1.4142,5.0751,2.4742,0.019127,0.80068,0.055654,53.772,43.651,63.165,55.312,24.823,64.017,21.673,81.081,33.994,45.095,29.216,40.638,16.335,0,0,3
1837,0.25146,3699.5,4649.5,9.7308,26.901,42.723,2689.3,74.471,120.41,0.68272,81.081,49.197,2616.6,24.011,48.392,3089.2,22.974,63.713,151.43,341.91,94.541,78.585,32.195,9.0659,26.359,6.9389,18.777,1.0005,33.19,13.873,24.448,1.2969,18.365,1.4142,5.0751,2.4742,0.019127,0.80068,0.055654,53.772,43.651,63.01,55.039,24.847,62.339,21.285,81.013,35.736,42.812,28.792,41.564,16.844,0,0,3
1838,0.2694,3660.3,4688.2,9.7079,26.824,42.604,2690.3,75.525,120.37,0.69154,81.146,49.569,2618.8,27.029,51.081,3090.8,23.861,63.656,149.26,341.94,94.513,79.214,32.007,9.1094,26.713,6.8348,18.759,0.9984,32.492,13.945,24.892,1.3014,18.387,1.3955,5.1195,2.3707,0.019127,0.80068,0.055654,53.772,43.651,63.436,55.247,26.84,61.195,21.26,82.588,36.83,49.035,28.634,40.705,14.71,0,0,3
1839,0.27009,3686.6,4667.1,9.6741,26.564,42.302,2695.7,75.093,120.42,0.69358,81.527,49.669,2623.9,23.736,50.431,3095.5,22.429,63.641,147.35,341.95,94.569,79.504,32.007,9.1094,26.713,6.8348,18.759,0.9984,32.492,13.945,24.892,1.3014,18.387,1.3955,5.1195,2.3707,0.019127,0.80068,0.055654,53.772,43.651,62.983,55.5,26.771,64.149,21.617,82.339,37.126,47.531,28.45,41.798,18.068,0,0,3
1840,0.29098,3696.3,4679.5,9.5414,26.976,42.774,2698.2,74.966,120.43,0.70152,81.736,48.683,2626.6,24.582,49.832,3098.4,22.176,63.699,144.65,341.78,94.366,79.771,32.128,9.0162,27.15,6.9114,18.979,1.0247,32.956,13.854,24.287,1.3036,18.741,1.4013,5.0101,2.4833,0.010346,0.81302,0.052593,53.644,43.109,63.724,55.396,28.46,64.601,21.485,83.42,34.226,46.145,28.268,41.567,18.631,0,0,3
1841,0.2884,3736.9,4647.3,9.6995,26.37,42.302,2698.3,74.681,120.42,0.70101,81.7,49.117,2627.4,25.317,49.045,3099.1,23.61,63.72,144.51,341.99,94.342,79.351,32.128,9.0162,27.15,6.9114,18.979,1.0247,32.956,13.854,24.287,1.3036,18.741,1.4013,5.0101,2.4833,0.010346,0.81302,0.052593,53.644,43.109,63.026,55.78,28.714,64.804,21.27,83.482,35.503,44.323,27.892,41.973,15.228,0,0,3
1842,0.27883,3662.2,4637.4,9.5206,26.862,42.649,2696.7,75.573,120.39,0.69311,81.48,52.086,2625.0,23.137,49.195,3096.9,22.241,63.678,141.73,342.07,94.339,78.807,32.723,8.7642,27.186,6.9573,19.012,1.0071,32.919,13.623,24.834,1.4487,18.312,1.3948,5.0623,2.4585,0.010346,0.81302,0.052593,53.644,43.109,63.648,55.345,27.608,64.794,21.731,82.123,44.24,44.67,27.756,40.903,18.516,0,0,3
1843,0.27972,3684.7,4607.9,9.7139,27.309,42.375,2694.3,75.498,120.41,0.69536,81.155,49.28,2622.8,25.581,50.184,3094.4,23.243,63.575,142.63,342.28,94.511,78.738,32.723,8.7642,27.186,6.9573,19.012,1.0071,32.919,13.623,24.834,1.4487,18.312,1.3948,5.0623,2.4585,0.010346,0.81302,0.052593,53.644,43.109,63.26,55.699,27.52,61.5,21.863,81.849,35.981,46.959,27.301,41.671,16.167,0,0,3
1844,0.21688,3595.4,4628.2,9.7064,26.957,42.972,2694.5,74.43,120.38,0.66618,81.107,50.398,2623.1,24.035,51.224,3092.9,23.152,63.428,142.48,342.38,94.54,79.118,32.151,8.9065,26.802,6.9422,18.806,0.98654,33.114,13.84,24.459,1.1513,18.646,1.4462,5.1102,2.4753,0.010346,0.81302,0.052593,53.644,43.109,64.346,55.336,21.893,63.902,21.891,79.122,39.272,49.366,26.945,40.694,16.372,0,0,3
1845,0.22158,3665.8,4652.5,9.6431,26.406,42.732,2695.7,75.693,120.4,0.66477,81.37,48.639,2624.8,23.649,50.797,3096.2,22.542,63.372,142.12,342.04,94.457,79.117,32.151,8.9065,26.802,6.9422,18.806,0.98654,33.114,13.84,24.459,1.1513,18.646,1.4462,5.1102,2.4753,0.027656,0.80543,0.063893,53.747,42.857,63.133,55.045,21.431,63.76,21.266,79.294,34.095,48.38,26.87,41.24,17.801,0,0,3
1846,0.27383,3636.0,4647.6,9.6153,27.078,42.618,2695.9,74.63,120.39,0.69176,81.144,49.289,2623.8,24.592,50.565,3096.2,24.192,63.343,137.75,342.49,94.7,78.804,32.384,8.9123,26.954,6.9137,18.9,0.9659,32.959,13.932,24.286,1.1267,18.362,1.419,5.0168,2.3674,0.027656,0.80543,0.063893,53.747,42.857,63.714,55.586,26.663,63.265,21.487,81.663,36.008,47.842,27.007,41.241,13.924,0,0,3
1847,0.27255,3680.2,4639.9,9.6223,26.728,42.67,2699.0,75.066,120.4,0.69412,81.3,50.711,2626.9,26.578,50.991,3097.9,23.157,63.252,138.57,342.59,94.476,79.445,32.384,8.9123,26.954,6.9137,18.9,0.9659,32.959,13.932,24.286,1.1267,18.362,1.419,5.0168,2.3674,0.027656,0.80543,0.063893,53.747,42.857,62.954,55.679,26.789,63.304,21.659,81.375,40.191,48.827,26.684,41.265,16.332,0,0,3
1848,0.24925,3649.0,4618.7,9.6314,27.064,42.446,2701.3,75.106,120.4,0.69913,81.433,51.887,2628.9,24.145,49.701,3099.8,23.086,63.273,138.03,342.68,94.484,79.536,32.12,8.8641,27.219,6.8555,18.268,1.0552,32.847,13.799,24.81,1.2668,17.866,1.3852,5.0982,2.425,0.027656,0.80543,0.063893,53.747,42.857,63.698,55.688,24.49,64.456,22.002,83.316,43.652,45.842,26.478,41.667,16.48,0,0,3
1849,0.24706,3701.4,4674.2,9.6628,27.04,42.552,2700.9,75.61,120.4,0.6982,81.401,52.007,2628.9,23.633,49.647,3100.0,22.586,63.272,137.64,342.28,94.543,79.143,32.12,8.8641,27.219,6.8555,18.268,1.0552,32.847,13.799,24.81,1.2668,17.866,1.3852,5.0982,2.425,0.027656,0.80543,0.063893,53.747,42.857,62.796,55.025,24.705,65.209,21.703,83.43,44.006,45.716,26.26,40.563,17.689,0,0,3
1850,0.27361,3698.1,4692.3,9.8296,26.75,42.622,2701.3,74.901,120.42,0.6867,81.21,48.724,2629.1,24.925,49.436,3100.5,22.702,63.206,135.82,342.59,94.448,78.83,31.951,8.8926,26.604,6.817,18.696,1.008,33.007,13.92,24.733,1.4396,18.216,1.391,5.0498,2.501,0.026988,0.82117,0.061724,54.103,44.4,63.361,56.392,26.988,60.547,21.55,81.327,34.346,45.228,25.931,41.963,17.442,0,0,3
1851,0.27367,3702.5,4737.6,9.7701,27.07,42.826,2699.8,75.233,120.37,0.68678,81.007,49.806,2628.7,23.83,47.921,3100.7,22.903,63.108,136.68,343.08,94.453,78.969,31.951,8.8926,26.604,6.817,18.696,1.008,33.007,13.92,24.733,1.4396,18.216,1.391,5.0498,2.501,0.026988,0.82117,0.061724,54.103,44.4,63.285,55.849,26.982,60.824,21.711,81.317,37.528,41.722,25.508,41.391,16.979,0,0,3
1852,0.29201,3701.5,4671.4,9.5732,27.205,43.014,2701.9,74.887,120.41,0.70175,81.125,51.007,2630.6,24.04,49.595,3102.0,22.472,63.041,134.42,342.29,94.33,79.107,32.442,8.9505,26.757,6.8277,18.209,0.99777,32.464,13.826,24.921,1.305,18.514,1.4029,5.1532,2.3751,0.026988,0.82117,0.061724,54.103,44.4,63.683,55.641,28.7,63.818,21.831,82.8,41.062,45.598,25.365,41.725,17.994,0,0,3
1853,0.29084,3697.1,4654.0,9.5873,26.884,42.801,2703.8,74.36,120.41,0.69749,81.258,50.249,2632.2,24.192,49.631,3104.2,22.667,62.98,132.17,342.91,94.399,79.405,32.442,8.9505,26.757,6.8277,18.209,0.99777,32.464,13.826,24.921,1.305,18.514,1.4029,5.1532,2.3751,0.026988,0.82117,0.061724,54.103,44.4,63.759,55.849,28.816,64.638,21.664,83.32,38.832,45.68,25.221,41.734,17.504,0,0,3
1854,0.24529,3692.9,4702.2,9.64,27.063,42.779,2704.6,73.647,120.41,0.68928,81.347,51.103,2633.8,24.445,50.921,3104.8,23.612,62.992,131.77,342.7,94.282,79.448,32.074,8.9227,27.025,6.9737,18.505,1.0373,32.972,13.756,24.57,1.2564,18.737,1.3574,5.0079,2.3205,0.026988,0.82117,0.061724,54.103,44.4,63.794,56.522,23.933,63.169,22.11,81.861,41.346,48.664,24.909,42.17,15.245,0,0,3
1855,0.24604,3705.4,4712.2,9.7369,27.145,42.678,2704.5,75.004,120.42,0.68704,81.397,50.799,2632.9,23.492,49.377,3106.2,23.254,63.025,132.61,342.57,94.317,79.445,32.074,8.9227,27.025,6.9737,18.505,1.0373,32.972,13.756,24.57,1.2564,18.737,1.3574,5.0079,2.3205,0.01676,0.82971,0.058334,53.008,43.808,63.579,56.403,23.859,62.722,21.865,82.135,40.452,45.091,24.851,41.881,16.079,0,0,3
1856,0.2829,3681.4,4622.6,9.6519,26.847,42.639,2705.1,74.483,120.4,0.6825,81.366,49.623,2634.0,23.768,48.138,3104.9,23.714,62.999,128.3,342.61,94.371,79.195,32.024,8.8944,26.825,6.9591,18.647,0.97667,33.007,13.802,24.84,1.1927,18.564,1.3839,5.0942,2.3,0.01676,0.82971,0.058334,53.008,43.808,62.693,56.818,27.104,63.843,21.833,80.779,36.99,42.225,25.044,41.872,14.991,0,0,3
1857,0.27759,3656.1,4724.9,9.7081,26.894,42.545,2705.3,74.975,120.35,0.68233,81.233,48.721,2633.6,23.956,49.919,3104.8,21.227,62.979,129.93,342.83,94.516,78.838,32.024,8.8944,26.825,6.9591,18.647,0.97667,33.007,13.802,24.84,1.1927,18.564,1.3839,5.0942,2.3,0.01676,0.82971,0.058334,53.008,43.808,63.128,55.593,27.627,63.003,21.82,80.8,34.337,46.347,24.714,40.126,20.924,0,0,3
1858,0.2858,3617.0,4698.5,9.632,26.805,42.595,2701.6,75.473,120.39,0.68675,80.814,51.028,2629.4,24.24,49.096,3102.2,21.824,62.858,129.14,342.64,94.53,78.674,32.425,8.9823,27.017,6.936,18.398,0.96859,33.493,13.905,24.658,1.1938,18.766,1.3908,5.1564,2.4382,0.01676,0.82971,0.058334,53.008,43.808,63.851,55.596,28.053,63.654,21.526,81.418,41.126,44.442,24.605,42.449,19.556,0,0,3
1859,0.28257,3686.6,4679.1,9.5322,27.14,42.494,2701.9,74.293,120.37,0.68747,80.692,48.878,2630.4,24.309,50.55,3100.9,23.013,62.719,127.32,342.85,94.547,79.142,32.425,8.9823,27.017,6.936,18.398,0.96859,33.493,13.905,24.658,1.1938,18.766,1.3908,5.1564,2.4382,0.01676,0.82971,0.058334,53.008,43.808,62.652,55.829,28.37,64.584,22.258,81.33,34.797,47.807,24.596,40.921,16.733,0,0,3
1860,0.24378,3638.8,4689.3,9.6635,27.232,42.671,2705.1,74.598,120.41,0.70328,81.001,51.932,2633.1,25.321,50.378,3103.5,22.065,62.657,127.81,342.92,94.531,79.36,32.217,8.9353,26.916,6.7517,19.051,0.99925,32.844,13.85,24.883,1.1945,18.604,1.422,5.1108,2.425,0.023233,0.82227,0.0757,54.478,44.243,63.616,56.359,24.484,63.288,22.02,82.206,43.786,47.41,24.578,41.58,18.968,0,0,3
1861,0.24965,3657.8,4690.4,9.7215,27.168,42.956,2706.2,74.854,120.38,0.69594,81.246,50.83,2634.8,22.931,49.496,3106.9,23.139,62.7,130.55,342.83,94.505,79.648,32.217,8.9353,26.916,6.7517,19.051,0.99925,32.844,13.85,24.883,1.1945,18.604,1.422,5.1108,2.425,0.023233,0.82227,0.0757,54.478,44.243,63.289,56.346,23.906,63.59,21.82,83.102,40.544,45.367,24.243,40.611,16.378,0,0,3
1862,0.26364,3718.3,4646.2,9.6606,26.973,42.397,2709.0,75.309,120.44,0.6903,81.438,49.442,2637.0,25.659,49.14,3108.0,22.143,62.768,130.47,342.54,94.418,79.323,32.317,8.983,27.14,6.869,18.628,1.0519,32.876,13.849,24.333,1.2177,18.3,1.3774,5.007,2.3463,0.023233,0.82227,0.0757,54.478,44.243,63.901,55.281,26.212,60.536,22.047,82.399,36.459,44.543,24.158,42.765,18.741,0,0,3
1863,0.26558,3709.2,4600.5,9.6762,26.914,42.877,2705.9,74.721,120.4,0.69495,81.159,49.939,2634.4,24.661,48.474,3106.8,23.445,62.766,127.91,342.89,94.325,78.734,32.317,8.983,27.14,6.869,18.628,1.0519,32.876,13.849,24.333,1.2177,18.3,1.3774,5.007,2.3463,0.023233,0.82227,0.0757,54.478,44.243,64.058,55.829,26.022,63.783,21.77,81.832,37.92,43.003,24.294,41.716,15.692,0,0,3
1864,0.25568,3681.3,4695.0,9.655,27.109,42.822,2701.6,76.167,120.41,0.69226,80.835,49.636,2629.5,24.611,49.928,3103.1,23.268,62.706,129.84,342.37,94.444,78.38,32.164,8.8676,27.152,6.9641,18.671,1.0377,32.228,13.865,25.224,1.3104,18.63,1.379,5.0608,2.3814,0.023233,0.82227,0.0757,54.478,44.243,63.575,55.724,24.922,64.318,21.603,82.182,37.03,46.367,24.034,41.433,16.158,0,0,3
1865,0.25439,3692.9,4671.3,9.6276,26.927,42.745,2701.4,75.029,120.37,0.6916,80.78,51.375,2629.6,25.386,50.836,3100.0,23.235,62.628,128.31,342.81,94.485,79.126,32.164,8.8676,27.152,6.9641,18.671,1.0377,32.228,13.865,25.224,1.3104,18.63,1.379,5.0608,2.3814,0.0091239,0.84047,0.058359,54.623,44.241,63.376,56.008,25.049,63.017,21.877,82.262,42.147,48.469,23.879,41.803,16.211,0,0,3
1866,0.26852,3637.9,4683.0,9.5598,26.579,42.481,2704.0,75.715,120.37,0.69519,81.088,50.791,2632.2,23.742,50.2,3103.5,23.055,62.604,126.53,342.55,94.579,78.915,32.215,8.7543,27.1,6.7011,18.392,1.0243,32.926,13.861,25.013,1.2989,18.715,1.3677,5.0594,2.3867,0.0091239,0.84047,0.058359,54.623,44.241,63.455,55.784,26.458,62.941,21.668,82.292,40.428,46.997,23.863,40.685,16.649,0,0,3
1867,0.26827,3659.0,4667.3,9.557,26.726,42.813,2705.9,75.49,120.41,0.69452,81.218,49.608,2634.8,24.677,51.165,3104.7,23.841,62.621,126.9,342.76,94.465,79.383,32.215,8.7543,27.1,6.7011,18.392,1.0243,32.926,13.861,25.013,1.2989,18.715,1.3677,5.0594,2.3867,0.0091239,0.84047,0.058359,54.623,44.241,63.093,55.972,26.483,64.391,22.022,82.374,36.945,49.231,23.653,42.411,14.74,0,0,3
1868,0.26391,3730.1,4725.5,9.6057,26.669,42.544,2706.0,75.129,120.37,0.69677,81.241,48.93,2634.7,25.299,49.288,3106.2,21.977,62.664,125.62,342.7,94.385,78.902,32.154,8.8904,26.852,6.9597,18.334,0.95718,32.418,13.715,24.581,1.2854,18.333,1.3896,4.9892,2.4042,0.0091239,0.84047,0.058359,54.623,44.241,64.222,56.001,25.945,62.585,21.514,82.071,34.952,44.886,23.588,40.925,19.183,0,0,3
1869,0.26271,3738.1,4700.0,9.6956,26.803,42.393,2702.8,75.021,120.44,0.69618,80.913,50.233,2631.4,24.531,49.775,3103.2,22.062,62.623,124.61,342.42,94.331,78.897,32.154,8.8904,26.852,6.9597,18.334,0.95718,32.418,13.715,24.581,1.2854,18.333,1.3896,4.9892,2.4042,0.0091239,0.84047,0.058359,54.623,44.241,64.086,56.305,26.062,62.303,21.503,82.143,38.784,46.013,23.502,42.768,19.006,0,0,3
1870,0.27086,3682.5,4728.4,9.6843,26.708,42.913,2703.3,75.748,120.37,0.68108,80.961,49.331,2631.3,23.96,48.982,3102.9,22.619,62.569,126.61,342.33,94.442,78.936,32.13,8.9617,27.127,6.6558,18.406,1.0167,32.994,13.865,24.843,1.1948,18.367,1.3875,5.0765,2.3674,0.0301,0.82967,0.060057,52.967,44.637,62.821,56.178,26.435,62.768,21.919,80.006,36.132,44.177,23.608,40.413,17.692,0,0,3
1871,0.27049,3632.1,4726.5,9.6813,26.816,42.708,2704.3,75.02,120.42,0.67462,81.006,49.957,2633.2,24.594,50.819,3103.7,23.439,62.551,123.88,342.47,94.471,78.929,32.13,8.9617,27.127,6.6558,18.406,1.0167,32.994,13.865,24.843,1.1948,18.367,1.3875,5.0765,2.3674,0.0301,0.82967,0.060057,52.967,44.637,63.689,56.201,26.472,60.924,21.897,80.794,37.973,48.428,23.88,42.208,15.752,0,0,3
1872,0.27175,3755.9,4675.0,9.6239,27.169,42.987,2704.3,75.949,120.39,0.69242,81.096,48.869,2633.1,22.979,50.495,3105.7,22.581,62.543,127.88,341.76,94.276,78.908,31.752,8.9295,26.876,6.9419,18.675,1.0325,32.677,13.753,25.047,1.4114,18.655,1.3864,4.9768,2.4345,0.0301,0.82967,0.060057,52.967,44.637,64.294,56.708,26.899,63.603,21.672,82.599,34.772,47.679,23.549,41.19,17.782,0,0,3
