,faultNumber,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
794,5.0,3679.1,4558.3,9.6902,26.593,42.847,2760.0,74.597,120.42,0.31529,79.369,51.221,2691.8,23.981,47.819,3143.2,22.198,64.789,210.77,353.52,94.266,77.73,33.204,8.5761,27.136,6.7568,17.29,1.602,34.055,13.494,25.158,1.1897,17.154,2.2598,4.816,2.2831,-0.0026723,0.71978,0.090087,54.001,43.911,63.373,54.894,15.522,65.743,26.015,36.314,41.692,41.486,41.036,42.725,21.944
795,5.0,3688.3,4562.4,9.6393,27.196,42.305,2763.0,73.649,120.4,0.31329,79.374,49.327,2695.6,24.652,48.188,3145.5,23.188,64.616,202.16,353.61,94.16,77.674,33.204,8.5761,27.136,6.7568,17.29,1.602,34.055,13.494,25.158,1.1897,17.154,2.2598,4.816,2.2831,0.0076717,0.73574,0.095422,53.815,44.61,63.215,54.844,15.184,64.529,26.686,36.558,36.118,42.341,40.005,41.952,19.606
796,5.0,3691.9,4594.6,9.5749,26.904,42.527,2761.2,75.363,120.4,0.31147,79.123,51.198,2693.2,24.265,49.344,3146.3,23.353,64.451,200.27,353.76,94.408,77.448,32.969,8.7469,27.313,6.732,17.785,1.6319,34.233,13.456,24.813,1.1407,16.506,2.2029,4.7998,2.2189,0.0076717,0.73574,0.095422,53.815,44.61,63.474,55.388,9.2314,61.979,26.248,35.988,41.626,45.015,38.813,42.528,19.253
797,5.0,3671.6,4618.7,9.6343,26.713,42.374,2760.2,75.56,120.4,0.31359,78.885,49.626,2693.0,25.145,49.517,3144.9,22.57,64.191,196.39,353.05,94.1,76.996,32.969,8.7469,27.313,6.732,17.785,1.6319,34.233,13.456,24.813,1.1407,16.506,2.2029,4.7998,2.2189,0.0076717,0.73574,0.095422,53.815,44.61,63.824,55.099,9.2101,61.606,26.182,35.729,36.999,45.416,37.809,42.433,21.193
798,5.0,3684.4,4588.4,9.6527,27.156,42.46,2761.3,74.755,120.4,0.30742,78.814,50.685,2694.0,23.02,49.572,3144.2,23.413,63.941,192.27,352.77,94.42,77.156,33.148,8.6508,27.7,6.7715,17.494,1.6475,33.873,13.549,25.494,1.0685,16.815,2.2681,4.6954,2.2136,0.0076717,0.73574,0.095422,53.815,44.61,63.951,54.457,10.607,60.685,26.493,34.944,40.117,45.544,36.837,42.295,19.227
799,5.0,3723.1,4592.6,9.4437,26.977,42.173,2761.0,74.787,120.4,0.30489,78.886,50.275,2692.7,24.899,49.863,3144.7,22.817,63.749,189.68,352.47,94.193,77.544,33.148,8.6508,27.7,6.7715,17.494,1.6475,33.873,13.549,25.494,1.0685,16.815,2.2681,4.6954,2.2136,0.0076717,0.73574,0.095422,53.815,44.61,63.287,54.407,10.643,62.31,26.284,35.253,38.908,46.217,35.734,41.41,20.632
800,5.0,3714.0,4582.4,9.4508,26.577,42.114,2762.5,75.432,120.41,0.31511,79.077,49.848,2694.6,25.602,51.142,3146.7,23.461,63.621,183.97,351.76,94.404,77.465,33.027,8.6959,27.404,6.8824,17.775,1.5718,34.218,13.446,25.66,1.155,16.353,2.201,4.6487,2.1918,0.024994,0.73439,0.086135,52.892,43.54,63.219,55.435,8.0489,63.036,26.161,36.034,37.652,49.177,35.127,41.666,19.11
801,5.0,3686.4,4659.8,9.5052,27.015,42.476,2761.0,75.849,120.4,0.31327,78.987,48.789,2692.9,24.393,49.205,3144.4,22.911,63.508,178.71,351.55,94.288,77.03,33.027,8.6959,27.404,6.8824,17.775,1.5718,34.218,13.446,25.66,1.155,16.353,2.201,4.6487,2.1918,0.024994,0.73439,0.086135,52.892,43.54,63.693,54.509,7.954,63.36,26.002,36.258,34.536,44.695,34.362,42.209,20.471
802,5.0,3687.2,4555.0,9.6155,26.944,42.339,2759.8,75.667,120.38,0.30026,78.909,49.84,2690.8,25.087,48.874,3144.1,23.61,63.352,175.46,350.9,94.454,77.379,32.881,8.6174,27.49,6.8595,17.365,1.6107,34.352,13.623,25.698,1.214,16.602,2.2285,4.6367,2.2086,0.024994,0.73439,0.086135,52.892,43.54,62.759,55.266,7.9559,59.679,25.873,34.605,37.629,43.929,33.428,40.851,18.814
803,5.0,3677.0,4624.5,9.4974,26.848,42.528,2761.0,75.135,120.39,0.30435,79.04,49.703,2692.1,25.531,49.134,3143.9,23.248,63.21,172.38,349.92,94.468,77.291,32.881,8.6174,27.49,6.8595,17.365,1.6107,34.352,13.623,25.698,1.214,16.602,2.2285,4.6367,2.2086,0.024994,0.73439,0.086135,52.892,43.54,62.934,54.434,8.0885,63.09,25.957,34.106,37.227,44.529,32.482,41.535,19.698
804,5.0,3669.7,4631.4,9.4729,27.048,42.19,2757.5,76.262,120.35,0.32075,78.834,48.191,2688.0,25.255,49.759,3143.5,22.808,63.056,167.03,349.72,94.624,76.926,32.41,8.7034,28.05,6.8939,17.624,1.5955,33.599,13.413,25.837,1.1217,16.744,2.1958,4.6432,2.229,0.024994,0.73439,0.086135,52.892,43.54,63.271,55.558,8.8167,60.819,25.706,36.427,32.776,45.975,31.745,40.965,20.806
805,5.0,3676.9,4625.1,9.3623,26.756,41.87,2757.3,75.64,120.41,0.31944,78.877,47.983,2688.6,25.505,50.557,3142.7,22.414,62.89,164.02,348.88,94.518,77.097,32.41,8.7034,28.05,6.8939,17.624,1.5955,33.599,13.413,25.837,1.1217,16.744,2.1958,4.6432,2.229,0.0083621,0.76896,0.088244,53.31,43.271,63.148,55.633,8.728,61.247,25.323,36.587,32.163,47.822,30.594,41.988,21.766
806,5.0,3665.4,4612.6,9.4459,27.37,41.943,2756.6,76.479,120.39,0.29171,78.746,51.734,2687.2,22.341,49.233,3143.5,23.457,62.693,160.09,348.44,94.638,76.775,32.536,8.8708,28.396,6.8823,17.597,1.617,33.161,13.392,26.284,1.1871,16.588,2.2414,4.6439,2.1608,0.0083621,0.76896,0.088244,53.31,43.271,63.048,55.365,12.695,61.681,25.348,33.887,43.203,44.759,29.653,40.67,19.362
807,5.0,3693.1,4621.4,9.2004,27.438,42.393,2757.7,76.905,120.41,0.29116,78.848,50.59,2688.6,24.118,51.158,3144.6,23.51,62.534,154.48,347.8,94.654,77.276,32.536,8.8708,28.396,6.8823,17.597,1.617,33.161,13.392,26.284,1.1871,16.588,2.2414,4.6439,2.1608,0.0083621,0.76896,0.088244,53.31,43.271,62.571,55.26,12.679,62.585,25.561,33.954,39.838,49.214,28.869,41.872,19.222
808,5.0,3669.5,4673.9,9.2684,27.031,42.452,2759.8,76.109,120.38,0.28548,79.151,51.057,2690.9,25.106,49.133,3146.6,22.084,62.44,150.93,347.29,94.564,77.44,32.244,8.7137,27.903,6.7584,17.677,1.616,33.037,13.399,25.965,1.2934,17.03,2.1825,4.5582,2.1668,0.0083621,0.76896,0.088244,53.31,43.271,63.075,54.894,11.325,62.243,25.514,33.475,41.209,44.527,27.903,40.468,22.602
809,5.0,3655.5,4624.3,9.3087,26.953,41.989,2757.3,76.041,120.39,0.28522,79.143,49.842,2687.9,25.14,49.497,3147.2,23.169,62.305,147.75,346.59,94.645,77.059,32.244,8.7137,27.903,6.7584,17.677,1.616,33.037,13.399,25.965,1.2934,17.03,2.1825,4.5582,2.1668,0.0083621,0.76896,0.088244,53.31,43.271,63.315,55.488,11.366,60.032,24.646,33.506,37.635,45.369,26.908,41.517,20.063
810,5.0,3696.9,4675.8,9.3465,26.777,42.425,2756.8,75.67,120.41,0.28631,79.09,51.361,2687.9,24.71,50.389,3146.3,23.449,62.197,144.25,345.68,94.576,76.832,32.285,8.7817,28.13,6.8526,18.135,1.5883,32.84,13.573,25.932,1.0041,17.406,2.2011,4.6136,2.2095,0.010718,0.79882,0.10726,54.139,44.247,63.747,54.864,14.028,61.363,24.751,32.904,42.105,47.433,26.682,41.326,19.445
811,5.0,3689.5,4610.5,9.2732,27.009,41.865,2754.4,76.94,120.41,0.28133,79.13,49.869,2685.1,24.797,51.316,3145.8,23.277,62.116,142.89,345.47,94.515,77.281,32.285,8.7817,28.13,6.8526,18.135,1.5883,32.84,13.573,25.932,1.0041,17.406,2.2011,4.6136,2.2095,0.010718,0.79882,0.10726,54.139,44.247,63.876,55.646,14.003,61.469,24.535,33.512,37.716,49.581,25.853,42.066,19.833
812,5.0,3658.9,4611.8,9.3145,26.956,42.187,2753.6,76.466,120.38,0.30141,79.285,49.423,2683.4,25.571,48.102,3143.0,22.598,62.018,137.86,344.51,94.6,77.138,31.532,8.7331,28.191,6.9446,17.879,1.6455,32.568,13.581,26.648,1.3053,17.47,2.2176,4.5581,2.1912,0.010718,0.79882,0.10726,54.139,44.247,63.648,54.653,13.383,60.047,24.481,35.237,36.402,42.141,25.356,40.575,21.453
813,5.0,3681.1,4568.5,9.238,27.075,42.144,2747.5,76.198,120.39,0.30138,79.07,47.34,2676.5,24.263,49.888,3139.9,22.918,61.888,135.52,343.73,94.668,76.635,31.532,8.7331,28.191,6.9446,17.879,1.6455,32.568,13.581,26.648,1.3053,17.47,2.2176,4.5581,2.1912,0.010718,0.79882,0.10726,54.139,44.247,63.265,55.172,13.518,59.901,24.131,35.241,30.272,46.274,24.625,40.771,20.777
814,5.0,3664.0,4627.7,9.142,26.936,42.133,2745.8,76.79,120.37,0.30199,78.985,50.229,2675.8,23.378,51.51,3137.3,22.368,61.74,131.08,342.9,94.721,76.699,31.619,8.9002,28.297,6.8499,17.749,1.6279,33.186,13.553,26.379,1.0313,17.552,2.1664,4.6766,2.212,0.010718,0.79882,0.10726,54.139,44.247,62.737,55.221,20.722,60.696,23.892,35.022,38.773,50.028,24.088,39.878,22.118
815,5.0,3644.0,4609.9,9.202,27.006,41.813,2744.6,76.879,120.39,0.3009,79.064,48.611,2674.0,23.934,51.07,3137.4,23.354,61.624,131.89,342.51,94.832,77.03,31.619,8.9002,28.297,6.8499,17.749,1.6279,33.186,13.553,26.379,1.0313,17.552,2.1664,4.6766,2.212,0.018969,0.85281,0.098959,53.303,44.016,63.082,55.434,20.996,58.121,23.907,35.156,34.013,49.01,23.756,40.4,19.788
816,5.0,3687.9,4670.9,9.1185,26.919,42.007,2745.0,76.288,120.39,0.29398,79.266,50.357,2674.0,24.409,50.163,3137.3,21.699,61.545,129.47,341.77,94.724,76.871,31.815,8.7307,27.633,6.7375,17.995,1.5983,32.27,13.56,26.454,1.2437,17.423,2.2591,4.5957,2.164,0.018969,0.85281,0.098959,53.303,44.016,63.142,55.185,20.864,61.537,23.639,34.853,39.15,46.911,23.338,40.342,23.748
817,5.0,3666.9,4653.4,9.1721,26.98,41.952,2742.1,76.5,120.4,0.29418,79.259,49.602,2671.0,26.635,49.678,3136.1,22.113,61.474,125.43,341.61,94.787,76.905,31.815,8.7307,27.633,6.7375,17.995,1.5983,32.27,13.56,26.454,1.2437,17.423,2.2591,4.5957,2.164,0.018969,0.85281,0.098959,53.303,44.016,63.503,55.395,20.7,59.609,23.38,34.829,36.928,45.788,23.066,40.912,22.785
818,5.0,3701.5,4599.3,9.1741,26.877,42.011,2740.2,75.723,120.42,0.29231,79.397,48.872,2669.4,25.927,50.913,3135.9,22.932,61.447,124.16,340.26,94.643,76.9,31.994,8.6392,27.427,6.9274,17.949,1.6151,31.845,13.568,25.857,1.2411,17.532,2.1937,4.6182,2.2049,0.018969,0.85281,0.098959,53.303,44.016,63.978,55.59,19.562,60.091,23.21,34.846,34.781,48.647,22.547,41.109,20.853
819,5.0,3703.1,4625.6,9.0833,26.854,42.008,2737.6,76.953,120.43,0.29225,79.532,50.748,2666.9,23.171,49.982,3132.5,21.334,61.383,122.07,339.71,94.689,76.819,31.994,8.6392,27.427,6.9274,17.949,1.6151,31.845,13.568,25.857,1.2411,17.532,2.1937,4.6182,2.2049,0.018969,0.85281,0.098959,53.303,44.016,63.951,55.275,19.17,58.555,23.06,34.854,40.3,46.492,22.102,41.453,24.662
820,5.0,3666.8,4633.0,9.1176,27.002,41.815,2729.4,76.911,120.38,0.29435,79.223,50.258,2657.0,25.208,49.038,3127.4,23.489,61.359,124.9,338.81,94.879,76.404,31.039,8.7438,28.001,7.052,18.134,1.6094,31.876,13.549,25.928,1.3898,18.152,2.1846,4.6351,2.218,0.027743,0.87337,0.11616,53.87,44.016,62.955,55.435,18.122,59.385,22.376,34.43,38.86,44.308,22.586,39.513,19.638
821,5.0,3670.9,4639.9,9.109,26.876,41.937,2727.3,76.74,120.4,0.28763,79.344,49.786,2655.8,24.617,50.686,3123.7,22.005,61.312,124.19,338.16,94.909,76.9,31.039,8.7438,28.001,7.052,18.134,1.6094,31.876,13.549,25.928,1.3898,18.152,2.1846,4.6351,2.218,0.027743,0.87337,0.11616,53.87,44.016,62.885,55.353,17.662,60.319,22.699,35.251,37.47,48.121,22.616,41.211,23.158
822,5.0,3653.2,4609.1,9.1043,26.969,42.058,2726.7,77.068,120.35,0.28442,79.504,51.08,2654.1,24.866,52.466,3125.7,22.19,61.328,124.0,336.64,94.987,76.743,30.863,8.8515,27.57,6.8674,18.789,1.6282,31.644,13.629,25.898,1.2214,18.191,2.1961,4.8153,2.1691,0.027743,0.87337,0.11616,53.87,44.016,61.994,55.391,27.659,59.949,22.138,34.751,41.277,52.241,22.601,39.376,22.756
823,5.0,3633.2,4642.1,9.0597,26.998,41.805,2725.1,76.897,120.4,0.2835,79.479,51.82,2653.0,25.418,48.964,3123.9,22.596,61.326,124.98,336.2,95.021,76.415,30.863,8.8515,27.57,6.8674,18.789,1.6282,31.644,13.629,25.898,1.2214,18.191,2.1961,4.8153,2.1691,0.027743,0.87337,0.11616,53.87,44.016,62.339,54.996,27.607,58.956,21.998,34.863,43.457,44.136,22.48,41.103,21.852
824,5.0,3704.4,4567.5,9.1138,26.629,42.134,2722.7,76.435,120.38,0.29477,79.547,49.484,2650.6,25.313,48.547,3122.7,23.667,61.329,122.68,335.69,95.008,76.67,31.173,8.7913,27.67,6.9839,18.517,1.5914,31.525,13.619,25.516,1.2107,18.296,2.2597,4.6446,2.2203,0.027743,0.87337,0.11616,53.87,44.016,62.66,54.334,30.726,58.309,21.542,35.284,36.58,43.17,22.651,38.983,19.323
825,5.0,3689.0,4549.2,8.9544,27.082,41.838,2721.5,76.768,120.46,0.29567,79.668,48.613,2648.4,25.268,50.732,3122.6,22.04,61.399,125.79,335.33,94.924,77.087,31.173,8.7913,27.67,6.9839,18.517,1.5914,31.525,13.619,25.516,1.2107,18.296,2.2597,4.6446,2.2203,-0.0013258,0.93558,0.11268,53.63,43.938,62.925,54.554,30.551,58.038,21.627,35.175,34.017,48.227,22.911,41.88,23.174
826,5.0,3632.6,4580.4,9.0035,26.924,42.203,2720.2,76.878,120.37,0.29101,79.908,49.982,2648.7,22.361,51.245,3121.6,21.688,61.454,124.38,334.93,94.93,76.869,31.52,8.9526,27.512,7.0143,19.104,1.6538,31.225,13.818,26.014,1.1259,18.508,2.2106,4.7834,2.2691,-0.0013258,0.93558,0.11268,53.63,43.938,62.832,54.87,28.613,59.342,21.739,35.185,38.046,49.415,23.245,39.906,24.026
827,5.0,3625.2,4588.3,8.9379,26.768,42.02,2717.1,76.576,120.41,0.29011,79.843,47.685,2644.3,25.799,50.968,3119.1,22.068,61.555,127.22,334.77,94.951,76.532,31.52,8.9526,27.512,7.0143,19.104,1.6538,31.225,13.818,26.014,1.1259,18.508,2.2106,4.7834,2.2691,-0.0013258,0.93558,0.11268,53.63,43.938,62.961,54.774,28.902,59.75,21.073,35.296,31.286,48.774,23.196,40.364,23.17
828,5.0,3665.1,4574.4,8.9549,26.562,41.942,2710.5,77.225,120.38,0.31291,79.661,48.689,2637.3,27.397,48.164,3112.4,23.386,61.558,127.41,334.09,95.146,76.554,31.434,8.7898,27.274,7.1899,19.221,1.6715,31.087,13.776,25.239,1.4207,18.854,2.2253,4.6601,2.2075,-0.0013258,0.93558,0.11268,53.63,43.938,61.895,53.493,26.533,58.93,20.737,37.69,34.241,42.284,23.39,40.261,20.088
829,5.0,3650.5,4554.4,8.9707,27.418,41.813,2707.2,76.728,120.37,0.30735,79.757,50.115,2634.6,25.55,49.526,3109.5,23.773,61.575,128.79,333.33,95.157,76.928,31.434,8.7898,27.274,7.1899,19.221,1.6715,31.087,13.776,25.239,1.4207,18.854,2.2253,4.6601,2.2075,-0.0013258,0.93558,0.11268,53.63,43.938,62.148,53.733,26.473,59.676,20.973,38.369,38.44,45.437,23.472,39.63,19.162
830,5.0,3592.2,4480.9,9.1104,26.881,41.63,2707.1,75.867,120.4,0.30489,80.054,50.413,2634.1,25.221,49.58,3109.1,22.481,61.663,132.2,333.04,95.25,77.021,31.373,8.9551,27.205,6.8306,18.977,1.647,31.587,13.782,25.144,1.244,18.883,2.2028,4.7595,2.2952,0.012546,0.96506,0.11308,53.983,42.776,61.403,54.262,28.022,61.222,20.876,37.491,39.316,45.563,25.086,39.522,22.222
831,5.0,3610.3,4542.0,9.0883,26.83,42.152,2704.6,75.933,120.36,0.30517,80.081,49.996,2632.5,26.818,50.961,3107.9,23.32,61.839,133.99,332.68,95.28,76.837,31.373,8.9551,27.205,6.8306,18.977,1.647,31.587,13.782,25.144,1.244,18.883,2.2028,4.7595,2.2952,0.012546,0.96506,0.11308,53.983,42.776,61.092,53.531,28.252,57.961,20.703,37.456,38.089,48.758,25.864,38.748,20.26
832,5.0,3716.6,4521.4,8.8823,26.936,42.123,2704.1,76.058,120.4,0.30406,80.18,49.164,2631.1,23.617,51.1,3108.1,24.007,61.985,137.95,332.49,95.148,76.84,31.347,8.8552,26.783,6.9031,19.488,1.6467,31.37,14.047,24.861,1.4151,19.307,2.2411,4.7292,2.2314,0.012546,0.96506,0.11308,53.983,42.776,62.293,54.32,29.307,59.415,20.414,37.682,35.638,49.08,26.444,39.973,18.626
833,5.0,3658.9,4503.5,8.991,27.184,42.04,2700.8,77.182,120.43,0.30608,80.157,50.037,2628.2,24.537,52.547,3106.2,21.807,62.153,142.14,331.39,95.112,76.651,31.347,8.8552,26.783,6.9031,19.488,1.6467,31.37,14.047,24.861,1.4151,19.307,2.2411,4.7292,2.2314,0.012546,0.96506,0.11308,53.983,42.776,63.286,54.535,29.322,58.618,20.374,37.436,38.209,52.429,26.997,40.865,23.875
834,5.0,3650.3,4486.0,8.9669,26.803,42.392,2697.2,75.483,120.42,0.33781,80.127,50.845,2623.8,24.976,50.568,3103.0,22.359,62.27,145.2,331.41,95.103,76.789,31.105,8.9118,27.107,6.6682,19.458,1.6674,31.027,13.886,24.767,1.2701,19.718,2.2818,4.8439,2.2008,0.012546,0.96506,0.11308,53.983,42.776,62.811,53.413,30.436,58.896,20.192,40.8,40.587,47.849,27.646,40.934,22.578
835,5.0,3623.8,4471.5,9.1572,27.029,42.118,2694.5,75.431,120.4,0.3326,80.205,50.98,2621.3,26.1,48.765,3099.1,23.05,62.428,151.83,330.93,95.064,76.645,31.105,8.9118,27.107,6.6682,19.458,1.6674,31.027,13.886,24.767,1.2701,19.718,2.2818,4.8439,2.2008,0.0018871,1.0129,0.10352,53.98,43.204,63.268,53.586,30.665,56.498,20.195,41.436,40.983,43.677,28.931,40.42,20.964
836,5.0,3693.8,4487.0,9.0644,26.986,42.061,2692.2,75.993,120.42,0.31891,80.259,49.942,2618.7,24.784,49.821,3098.8,23.14,62.579,156.82,330.25,94.98,76.828,30.919,8.9831,27.015,7.107,19.249,1.6829,30.844,14.006,24.682,1.1928,19.42,2.2611,4.7904,2.3621,0.0018871,1.0129,0.10352,53.98,43.204,64.214,53.359,33.515,59.539,19.982,39.017,37.93,46.119,29.813,40.307,20.76
837,5.0,3720.0,4499.0,9.0384,26.554,42.051,2690.0,75.667,120.44,0.31752,80.36,49.724,2616.2,24.899,50.837,3097.6,23.31,62.752,160.16,329.76,94.815,76.822,30.919,8.9831,27.015,7.107,19.249,1.6829,30.844,14.006,24.682,1.1928,19.42,2.2611,4.7904,2.3621,0.0018871,1.0129,0.10352,53.98,43.204,63.763,53.215,33.854,60.14,19.207,39.187,37.287,48.471,30.835,41.337,20.366
838,5.0,3584.2,4452.7,9.0641,26.995,42.291,2687.0,76.134,120.4,0.33363,80.349,49.395,2613.5,26.324,52.515,3094.8,23.939,62.952,161.96,329.92,95.048,76.969,30.739,8.8484,26.876,6.9855,19.575,1.652,31.071,13.806,24.724,1.3809,19.659,2.3069,4.9136,2.2768,0.0018871,1.0129,0.10352,53.98,43.204,62.247,54.183,36.71,59.412,19.73,40.606,36.32,52.355,31.986,39.383,18.877
839,5.0,3614.4,4500.5,9.0525,26.918,41.968,2687.2,75.348,120.43,0.33064,80.544,51.298,2613.5,24.813,49.259,3095.2,22.954,63.139,169.83,329.87,95.082,77.341,30.739,8.8484,26.876,6.9855,19.575,1.652,31.071,13.806,24.724,1.3809,19.659,2.3069,4.9136,2.2768,0.0018871,1.0129,0.10352,53.98,43.204,61.727,53.611,36.778,60.623,19.375,40.97,41.921,44.82,32.588,40.798,21.174
840,5.0,3617.7,4462.3,9.1564,26.595,42.063,2689.1,75.579,120.4,0.31319,80.663,51.889,2615.2,25.992,50.123,3095.9,21.787,63.417,175.61,330.16,95.059,77.22,30.733,9.0816,26.497,6.9477,19.286,1.6862,31.216,13.898,23.646,1.228,19.287,2.2622,4.8298,2.3768,0.024613,1.0012,0.11952,53.464,43.481,62.581,53.162,39.712,57.719,19.594,37.86,43.659,46.818,34.864,39.898,23.95
841,5.0,3624.8,4484.1,9.1286,27.228,42.337,2688.8,75.076,120.43,0.31339,80.594,49.493,2614.7,25.427,50.507,3096.4,22.283,63.639,182.93,330.09,95.0,76.975,30.733,9.0816,26.497,6.9477,19.286,1.6862,31.216,13.898,23.646,1.228,19.287,2.2622,4.8298,2.3768,0.024613,1.0012,0.11952,53.464,43.481,62.458,52.901,39.916,60.4,19.645,37.836,36.609,47.706,36.145,41.087,22.789
842,5.0,3659.0,4483.5,9.001,27.232,42.374,2686.9,75.066,120.39,0.31968,80.405,50.174,2612.9,26.944,52.102,3095.1,23.593,63.848,187.26,330.77,94.979,76.724,31.078,8.8126,26.235,6.9947,20.066,1.6245,31.074,13.998,24.476,1.5214,19.846,2.2769,4.8188,2.2733,0.024613,1.0012,0.11952,53.464,43.481,62.122,53.508,41.533,59.599,19.705,39.589,38.612,51.399,37.687,39.504,19.729
843,5.0,3618.3,4529.7,9.2531,26.83,42.204,2687.2,74.978,120.44,0.31828,80.368,49.917,2613.8,24.312,50.591,3094.0,22.498,64.046,194.4,331.33,94.967,76.849,31.078,8.8126,26.235,6.9947,20.066,1.6245,31.074,13.998,24.476,1.5214,19.846,2.2769,4.8188,2.2733,0.024613,1.0012,0.11952,53.464,43.481,62.823,52.956,41.145,59.613,19.717,39.759,37.857,47.902,38.971,40.43,22.327
844,5.0,3654.1,4414.9,9.198,26.726,42.123,2686.8,74.819,120.39,0.33188,80.446,50.053,2612.7,24.974,51.412,3093.5,23.248,64.273,200.94,331.55,95.032,77.302,31.291,9.0484,26.155,6.8905,19.361,1.6962,31.074,13.795,24.071,1.3215,19.572,2.2865,4.858,2.2672,0.024613,1.0012,0.11952,53.464,43.481,61.709,52.264,39.617,59.833,19.434,40.958,38.255,49.802,40.3,40.085,20.512
845,5.0,3622.7,4393.9,9.151,26.355,42.378,2687.5,75.112,120.43,0.33385,80.678,51.726,2614.2,27.409,50.076,3093.8,23.204,64.507,206.49,331.9,94.806,77.443,31.291,9.0484,26.155,6.8905,19.361,1.6962,31.074,13.795,24.071,1.3215,19.572,2.2865,4.858,2.2672,0.027645,0.98083,0.095878,53.628,44.084,62.249,52.515,39.157,62.214,19.577,40.717,43.179,46.71,41.712,40.167,20.583
846,5.0,3683.6,4436.3,9.1533,27.083,42.085,2687.6,74.504,120.42,0.31069,80.624,51.585,2614.5,23.447,51.126,3094.2,21.914,64.757,210.92,332.07,94.93,77.207,31.32,8.8219,26.21,6.9569,19.489,1.6464,31.788,13.982,23.72,1.2576,19.55,2.2497,4.8706,2.3515,0.027645,0.98083,0.095878,53.628,44.084,62.06,53.58,38.451,58.429,19.9,38.23,42.766,49.14,43.208,39.968,23.655
847,5.0,3637.9,4436.7,9.197,27.019,42.439,2687.3,74.567,120.42,0.31097,80.525,51.116,2614.7,24.466,50.916,3093.3,22.723,64.955,215.62,332.87,94.703,76.932,31.32,8.8219,26.21,6.9569,19.489,1.6464,31.788,13.982,23.72,1.2576,19.55,2.2497,4.8706,2.3515,0.027645,0.98083,0.095878,53.628,44.084,62.846,53.575,38.425,60.862,20.175,38.196,41.384,48.654,44.673,40.481,21.759
848,5.0,3635.6,4494.1,9.1131,26.868,41.97,2686.2,74.461,120.41,0.33651,80.398,50.471,2612.8,24.809,52.139,3090.8,22.964,65.15,222.65,333.49,94.876,76.734,31.472,9.1988,26.288,6.9451,19.446,1.6749,31.958,13.883,23.424,1.3484,19.687,2.2865,4.9295,2.3593,0.027645,0.98083,0.095878,53.628,44.084,62.264,52.463,39.055,62.036,19.938,40.18,39.487,51.484,45.925,41.305,21.221
849,5.0,3640.2,4408.6,9.3148,27.209,42.701,2687.6,74.922,120.41,0.33639,80.534,48.372,2614.1,25.014,50.623,3090.9,22.178,65.35,227.61,334.71,94.764,77.26,31.472,9.1988,26.288,6.9451,19.446,1.6749,31.958,13.883,23.424,1.3484,19.687,2.2865,4.9295,2.3593,0.027645,0.98083,0.095878,53.628,44.084,62.184,53.488,38.935,60.646,20.544,40.195,33.309,47.975,47.354,40.636,23.032
850,5.0,3630.8,4404.0,9.2697,26.673,42.321,2686.1,74.338,120.42,0.323,80.429,50.697,2612.4,25.476,48.912,3090.5,23.413,65.554,233.99,334.85,94.809,77.394,32.143,8.9552,25.497,6.8992,19.908,1.6866,32.198,14.033,23.541,1.3114,19.503,2.3265,4.9177,2.262,0.0096542,0.96071,0.10261,53.47,43.627,62.384,53.53,38.39,58.008,20.228,39.337,40.152,44.017,48.403,41.139,20.093
851,5.0,3624.7,4464.6,9.319,26.866,42.873,2687.4,74.081,120.41,0.32592,80.536,48.693,2615.1,24.708,50.35,3091.1,22.97,65.748,237.51,335.05,94.683,77.19,32.143,8.9552,25.497,6.8992,19.908,1.6866,32.198,14.033,23.541,1.3114,19.503,2.3265,4.9177,2.262,0.0096542,0.96071,0.10261,53.47,43.627,62.489,52.806,38.372,60.168,20.473,38.981,34.254,47.344,49.838,40.575,21.149
852,5.0,3652.6,4395.3,9.2234,26.962,42.658,2686.9,74.334,120.44,0.3427,80.569,49.007,2614.5,26.679,51.037,3090.4,23.123,65.96,242.52,336.28,94.755,77.382,32.001,8.9811,25.525,6.87,19.504,1.6943,32.193,13.957,23.269,1.3662,19.582,2.2823,4.9389,2.3014,0.0096542,0.96071,0.10261,53.47,43.627,62.374,52.351,32.487,61.45,20.592,41.141,35.177,48.934,51.13,41.234,20.755
853,5.0,3678.4,4384.9,9.2947,26.739,41.855,2686.7,73.535,120.38,0.33983,80.588,50.833,2613.8,23.048,50.955,3088.8,22.323,66.159,248.05,336.66,94.653,77.279,32.001,8.9811,25.525,6.87,19.504,1.6943,32.193,13.957,23.269,1.3662,19.582,2.2823,4.9389,2.3014,0.0096542,0.96071,0.10261,53.47,43.627,61.93,52.475,32.349,59.825,20.733,41.491,40.551,48.744,52.367,40.064,22.646
