,faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
3821,8.0,1.0,322,0.41088,3650.4,4417.9,9.2815,27.058,42.016,2713.8,73.533,120.4,0.32822,79.769,51.085,2643.5,25.291,51.014,3103.2,23.167,67.853,295.4,347.14,94.412,77.713,32.99,8.9984,25.831,6.8803,18.408,1.6246,33.749,14.091,23.136,1.1938,18.407,2.2389,4.7533,2.331,0.019878,0.84734,0.099549,53.948,43.695,63.208,53.688,40.132,60.243,23.957,38.019,41.293,48.88,65.175,41.585,17.824
3822,8.0,1.0,323,0.36314,3645.1,4468.5,9.2953,26.757,42.755,2714.3,74.894,120.38,0.33145,79.838,50.36,2644.6,24.278,51.123,3104.0,23.395,67.992,296.57,348.09,94.529,77.149,32.918,9.0421,25.617,6.7503,18.128,1.6888,33.915,14.134,23.203,1.1391,18.022,2.2472,4.7503,2.3148,0.019878,0.84734,0.099549,53.948,43.695,62.681,53.742,35.708,58.937,23.876,38.191,39.158,49.133,65.973,41.996,17.297
3823,8.0,1.0,324,0.36564,3638.9,4491.6,9.323,27.169,42.139,2713.8,73.561,120.39,0.32985,79.788,50.003,2643.3,24.79,49.067,3104.0,23.392,68.084,299.89,347.45,94.615,77.16,32.918,9.0421,25.617,6.7503,18.128,1.6888,33.915,14.134,23.203,1.1391,18.022,2.2472,4.7503,2.3148,0.019878,0.84734,0.099549,53.948,43.695,62.789,53.465,35.461,63.755,24.089,38.386,38.109,44.375,66.577,40.712,17.286
3824,8.0,1.0,325,0.36192,3694.2,4556.8,9.3437,26.864,42.677,2714.0,73.99,120.42,0.3358,79.641,49.881,2643.5,25.714,50.745,3105.0,23.132,68.163,301.3,347.52,94.454,77.268,32.752,9.1702,26.266,6.7204,18.386,1.6666,33.707,14.171,23.221,1.2606,18.298,2.2596,4.7521,2.3102,0.019878,0.84734,0.099549,53.948,43.695,63.038,53.457,35.63,60.984,23.68,39.244,37.751,48.257,67.348,41.444,17.896
3825,8.0,1.0,326,0.36278,3695.6,4530.5,9.4125,27.067,42.201,2714.5,74.074,120.39,0.33837,79.568,49.517,2644.6,25.79,49.742,3104.9,23.563,68.188,300.58,347.55,94.57,77.252,32.752,9.1702,26.266,6.7204,18.386,1.6666,33.707,14.171,23.221,1.2606,18.298,2.2596,4.7521,2.3102,0.0068114,0.81825,0.084638,54.189,44.388,63.016,53.772,35.545,60.822,24.118,38.931,36.678,45.937,67.053,41.531,16.874
3826,8.0,1.0,327,0.37236,3690.9,4500.6,9.309,26.664,42.51,2716.7,74.594,120.41,0.33992,79.732,50.168,2646.9,25.828,50.202,3108.0,22.456,68.235,298.52,347.29,94.391,77.371,33.136,9.1873,25.992,6.7139,18.264,1.6554,33.86,14.226,22.993,1.0074,18.253,2.2447,4.8492,2.2635,0.0068114,0.81825,0.084638,54.189,44.388,63.497,53.585,36.446,61.244,23.64,40.217,38.593,47.002,67.586,41.454,19.473
3827,8.0,1.0,328,0.36946,3690.8,4520.2,9.3629,27.184,41.924,2719.3,74.23,120.39,0.34215,79.914,49.165,2649.4,24.398,49.099,3110.5,22.975,68.304,301.65,347.19,94.448,77.831,33.136,9.1873,25.992,6.7139,18.264,1.6554,33.86,14.226,22.993,1.0074,18.253,2.2447,4.8492,2.2635,0.0068114,0.81825,0.084638,54.189,44.388,63.499,53.35,36.731,59.271,23.702,39.945,35.643,44.45,67.65,41.361,18.181
3828,8.0,1.0,329,0.32805,3703.4,4490.7,9.2852,27.004,42.176,2719.6,74.529,120.43,0.34835,79.999,50.94,2650.0,24.828,49.596,3112.0,22.933,68.425,302.18,346.88,94.349,77.227,32.594,9.1079,25.721,6.6575,18.095,1.6384,33.972,14.209,23.828,1.1126,18.233,2.261,4.8383,2.2224,0.0068114,0.81825,0.084638,54.189,44.388,63.493,54.079,31.951,61.052,23.542,41.201,40.867,45.6,67.94,42.656,18.285
3829,8.0,1.0,330,0.3265,3710.4,4462.9,9.3264,26.816,42.331,2717.4,74.723,120.38,0.3514,79.748,49.81,2647.2,24.701,49.712,3111.0,22.643,68.455,303.03,346.35,94.522,77.405,32.594,9.1079,25.721,6.6575,18.095,1.6384,33.972,14.209,23.828,1.1126,18.233,2.261,4.8383,2.2224,0.0068114,0.81825,0.084638,54.189,44.388,63.374,54.412,32.102,60.674,23.231,40.83,37.542,45.868,68.204,40.841,18.959
3830,8.0,1.0,331,0.37003,3724.1,4534.8,9.2957,27.09,42.816,2716.8,74.081,120.4,0.35256,79.58,51.017,2646.5,25.776,49.001,3111.3,22.72,68.423,302.84,346.12,94.348,76.905,32.419,9.1157,26.039,6.8077,17.685,1.6177,33.888,14.425,23.925,1.3281,17.927,2.2239,4.7375,2.2686,0.013477,0.79772,0.095777,53.189,44.245,63.817,54.067,36.753,60.603,23.235,40.822,41.093,44.222,67.811,42.267,18.821
3831,8.0,1.0,332,0.37335,3737.0,4487.9,9.3333,27.083,42.352,2718.7,73.794,120.4,0.35033,79.643,49.984,2648.7,26.676,49.524,3111.5,21.816,68.366,301.88,346.22,94.41,77.107,32.419,9.1157,26.039,6.8077,17.685,1.6177,33.888,14.425,23.925,1.3281,17.927,2.2239,4.7375,2.2686,0.013477,0.79772,0.095777,53.189,44.245,63.596,54.628,36.426,60.746,23.678,41.094,38.052,45.432,67.916,41.126,20.953
3832,8.0,1.0,333,0.38688,3662.3,4586.6,9.1934,26.748,42.386,2718.2,73.837,120.4,0.38463,79.587,49.917,2647.3,26.453,49.29,3111.9,23.065,68.349,304.42,345.76,94.26,77.097,32.756,9.1194,25.973,6.8234,17.936,1.6472,33.491,14.317,24.027,1.1946,17.866,2.2809,4.7727,2.2376,0.013477,0.79772,0.095777,53.189,44.245,63.705,54.602,37.764,61.392,23.203,43.427,37.856,44.891,67.706,41.661,17.989
3833,8.0,1.0,334,0.38688,3658.8,4587.3,9.333,27.018,42.201,2719.1,74.757,120.43,0.37872,79.543,50.29,2648.9,25.091,49.255,3110.7,23.025,68.317,304.55,346.87,94.426,77.171,32.756,9.1194,25.973,6.8234,17.936,1.6472,33.491,14.317,24.027,1.1946,17.866,2.2809,4.7727,2.2376,0.013477,0.79772,0.095777,53.189,44.245,63.765,54.593,37.764,60.768,23.811,44.148,38.955,44.811,67.714,42.371,18.083
3834,8.0,1.0,335,0.34661,3679.1,4544.8,9.2403,27.203,42.514,2719.3,74.097,120.39,0.36744,79.61,50.011,2648.4,24.244,51.244,3109.3,22.875,68.331,303.62,347.84,94.297,77.167,32.804,9.2176,25.965,7.074,18.36,1.6157,33.613,14.182,23.772,1.3095,17.94,2.2323,4.8008,2.2735,0.013477,0.79772,0.095777,53.189,44.245,63.34,54.647,34.492,61.913,24.034,43.448,38.132,49.414,67.816,41.676,18.44
3835,8.0,1.0,336,0.34633,3665.8,4564.6,9.3972,26.81,42.529,2716.7,74.806,120.41,0.36986,79.512,48.272,2647.8,23.962,51.365,3106.1,23.881,68.307,302.57,348.42,94.396,77.011,32.804,9.2176,25.965,7.074,18.36,1.6157,33.613,14.182,23.772,1.3095,17.94,2.2323,4.8008,2.2735,0.028139,0.78104,0.095923,53.964,45.152,63.569,54.41,34.52,61.43,24.374,43.152,33.014,49.693,67.354,42.585,16.062
3836,8.0,1.0,337,0.33818,3627.0,4517.5,9.2057,26.613,42.157,2715.6,75.312,120.4,0.35753,79.447,51.284,2646.4,26.508,48.326,3102.0,23.794,68.246,302.78,349.51,94.457,76.9,33.043,9.3021,25.665,6.8653,18.172,1.6074,33.365,14.406,23.342,1.2142,18.037,2.2644,4.7186,2.2773,0.028139,0.78104,0.095923,53.964,45.152,61.976,54.04,33.207,61.698,24.658,41.671,41.879,42.66,67.106,41.266,16.289
3837,8.0,1.0,338,0.33837,3590.2,4523.4,9.4801,26.629,42.272,2714.7,74.645,120.38,0.35931,79.307,51.17,2645.9,24.231,50.295,3099.5,22.487,68.215,301.58,350.47,94.596,76.659,33.043,9.3021,25.665,6.8653,18.172,1.6074,33.365,14.406,23.342,1.2142,18.037,2.2644,4.7186,2.2773,0.028139,0.78104,0.095923,53.964,45.152,62.609,53.97,33.188,60.279,24.76,41.454,41.543,47.216,66.987,41.481,19.428
3838,8.0,1.0,339,0.30796,3659.7,4589.9,9.294,26.914,42.788,2712.3,75.105,120.39,0.38397,79.336,49.774,2643.5,24.783,48.579,3098.3,22.991,68.128,301.55,350.97,94.511,77.418,32.827,9.2874,25.638,6.7965,18.496,1.6282,34.177,14.358,23.284,1.1011,17.941,2.2702,4.7852,2.2479,0.028139,0.78104,0.095923,53.964,45.152,63.162,53.72,30.13,58.362,24.757,45.128,37.435,43.246,66.769,41.149,18.189
3839,8.0,1.0,340,0.30656,3655.2,4565.3,9.2314,26.82,42.743,2711.0,74.688,120.39,0.38669,79.378,48.36,2641.6,25.572,49.427,3095.6,22.935,68.103,302.76,351.3,94.539,76.953,32.827,9.2874,25.638,6.7965,18.496,1.6282,34.177,14.358,23.284,1.1011,17.941,2.2702,4.7852,2.2479,0.028139,0.78104,0.095923,53.964,45.152,63.239,54.014,30.267,60.788,24.852,44.797,33.273,45.209,66.439,41.487,18.361
3840,8.0,1.0,341,0.31911,3690.4,4459.4,9.2593,27.06,42.667,2709.1,75.263,120.4,0.38388,79.406,50.92,2640.6,25.055,49.864,3094.4,24.8,68.053,299.09,351.95,94.437,77.145,33.27,9.3004,25.208,6.7864,18.243,1.6135,34.745,14.55,22.745,1.2892,17.742,2.2731,4.7174,2.3507,0.022041,0.78451,0.089166,53.373,43.728,63.285,54.563,31.617,60.704,25.173,44.69,40.808,46.22,66.035,41.014,13.926
3841,8.0,1.0,342,0.31875,3652.5,4491.2,9.4205,27.482,42.591,2710.0,74.028,120.41,0.38678,79.686,50.899,2641.3,24.728,50.077,3096.0,22.288,68.053,297.35,351.34,94.405,77.635,33.27,9.3004,25.208,6.7864,18.243,1.6135,34.745,14.55,22.745,1.2892,17.742,2.2731,4.7174,2.3507,0.022041,0.78451,0.089166,53.373,43.728,63.937,54.182,31.653,60.425,25.057,44.337,40.744,46.711,65.746,41.251,19.829
3842,8.0,1.0,343,0.26781,3678.7,4488.4,9.2245,26.855,42.307,2707.9,73.783,120.41,0.40955,79.819,50.163,2639.4,25.345,50.984,3094.6,22.3,68.128,296.69,350.88,94.419,77.54,33.666,9.5273,24.913,6.9352,18.168,1.661,34.794,14.523,21.814,1.3012,17.855,2.2838,4.7682,2.321,0.022041,0.78451,0.089166,53.373,43.728,63.659,54.904,26.463,63.182,24.513,47.632,38.58,48.81,65.358,41.381,19.788
3843,8.0,1.0,344,0.26933,3658.4,4560.9,9.3884,26.92,42.723,2706.8,74.288,120.42,0.40992,79.898,51.508,2637.1,23.674,49.999,3093.4,22.236,68.14,293.24,350.47,94.504,77.559,33.666,9.5273,24.913,6.9352,18.168,1.661,34.794,14.523,21.814,1.3012,17.855,2.2838,4.7682,2.321,0.022041,0.78451,0.089166,53.373,43.728,64.009,54.036,26.313,60.733,24.184,47.586,42.538,46.532,65.216,41.384,19.918
3844,8.0,1.0,345,0.2175,3634.8,4506.2,9.2453,26.688,42.263,2704.7,74.199,120.37,0.40869,80.015,49.436,2635.8,26.023,48.133,3091.6,24.281,68.152,294.39,350.19,94.651,77.958,33.502,9.431,24.958,6.9049,18.114,1.7024,34.831,14.611,21.993,1.2059,18.423,2.2493,4.8057,2.2831,0.022041,0.78451,0.089166,53.373,43.728,63.13,54.97,21.263,62.19,24.415,48.072,36.441,42.214,64.663,40.341,15.008
3845,8.0,1.0,346,0.2145,3667.5,4584.9,9.3387,27.027,42.082,2706.5,74.439,120.37,0.41306,80.369,51.858,2636.0,24.397,50.285,3095.6,22.239,68.244,291.73,348.3,94.551,77.915,33.502,9.431,24.958,6.9049,18.114,1.7024,34.831,14.611,21.993,1.2059,18.423,2.2493,4.8057,2.2831,0.021124,0.79263,0.088479,54.474,44.64,62.567,54.029,21.557,61.277,23.884,47.538,43.569,47.193,64.443,40.941,19.811
3846,8.0,1.0,347,0.22016,3675.3,4536.0,9.3184,27.168,42.39,2704.6,74.68,120.37,0.42458,80.316,50.971,2634.2,24.666,51.045,3096.4,22.409,68.306,290.58,347.07,94.754,77.793,33.011,9.4275,25.463,6.9136,18.177,1.6439,34.423,14.634,22.185,1.1974,18.189,2.2584,4.7665,2.3489,0.021124,0.79263,0.088479,54.474,44.64,62.664,54.853,21.267,61.276,23.245,49.573,40.958,48.952,64.086,40.591,19.381
3847,8.0,1.0,348,0.21713,3649.8,4544.2,9.3371,26.8,42.521,2702.4,74.189,120.41,0.42347,80.144,50.32,2631.5,24.746,48.271,3095.2,22.778,68.264,288.72,346.07,94.71,77.347,33.011,9.4275,25.463,6.9136,18.177,1.6439,34.423,14.634,22.185,1.1974,18.189,2.2584,4.7665,2.3489,0.021124,0.79263,0.088479,54.474,44.64,63.101,54.755,21.565,61.911,23.02,49.708,39.041,42.533,63.797,40.892,18.529
3848,8.0,1.0,349,0.25368,3675.0,4606.5,9.3319,26.416,42.276,2703.1,75.392,120.36,0.42809,80.082,51.279,2631.7,24.164,49.785,3097.0,23.752,68.172,287.51,345.05,94.832,77.702,32.741,9.2096,25.667,6.9079,18.239,1.6568,34.272,14.453,22.144,1.2683,18.066,2.3098,4.7746,2.2995,0.021124,0.79263,0.088479,54.474,44.64,62.566,53.96,25.116,62.096,22.655,50.951,41.864,46.036,63.456,40.081,16.19
3849,8.0,1.0,350,0.25365,3686.2,4560.9,9.3441,26.653,42.468,2704.3,74.848,120.4,0.43046,80.166,50.27,2633.5,23.901,51.152,3101.0,22.69,68.109,285.32,343.75,94.819,77.698,32.741,9.2096,25.667,6.9079,18.239,1.6568,34.272,14.453,22.144,1.2683,18.066,2.3098,4.7746,2.2995,0.021124,0.79263,0.088479,54.474,44.64,62.374,54.506,25.118,61.103,22.426,50.661,38.896,49.201,63.206,41.0,18.697
3850,8.0,1.0,351,0.27517,3639.2,4563.1,9.4511,26.817,42.394,2709.2,74.479,120.39,0.41594,80.362,50.581,2639.0,24.022,50.889,3104.5,23.204,68.068,285.17,343.25,94.803,77.947,32.121,9.5545,25.616,6.8738,18.33,1.6802,33.74,14.549,22.959,1.2186,18.025,2.2455,4.9157,2.3085,-0.0085341,0.78246,0.098301,54.465,44.298,63.205,54.424,26.733,61.749,22.84,48.65,39.81,48.592,62.896,40.576,17.438
3851,8.0,1.0,352,0.27395,3650.4,4593.6,9.3984,26.738,41.99,2714.2,74.189,120.42,0.41201,80.665,51.218,2643.8,24.083,50.101,3110.0,21.924,68.107,283.63,342.73,94.706,78.248,32.121,9.5545,25.616,6.8738,18.33,1.6802,33.74,14.549,22.959,1.2186,18.025,2.2455,4.9157,2.3085,-0.0085341,0.78246,0.098301,54.465,44.298,63.013,54.059,26.853,61.093,22.557,49.129,41.683,46.767,62.637,41.143,20.416
3852,8.0,1.0,353,0.33101,3666.3,4557.9,9.2561,26.732,42.234,2718.8,74.619,120.42,0.42817,80.891,49.654,2648.3,27.204,49.592,3116.4,22.933,68.159,281.18,341.69,94.609,78.493,32.36,9.3172,26.139,7.0109,18.412,1.6389,33.267,14.507,23.349,1.3107,18.381,2.301,4.9121,2.2536,-0.0085341,0.78246,0.098301,54.465,44.298,63.029,54.346,32.538,62.341,22.428,50.723,37.081,45.59,62.456,41.317,17.945
3853,8.0,1.0,354,0.32828,3646.3,4550.3,9.3933,26.815,42.179,2720.0,74.416,120.41,0.42669,80.727,48.465,2648.6,21.268,49.691,3119.0,22.19,68.205,280.33,341.32,94.634,77.77,32.36,9.3172,26.139,7.0109,18.412,1.6389,33.267,14.507,23.349,1.3107,18.381,2.301,4.9121,2.2536,-0.0085341,0.78246,0.098301,54.465,44.298,63.375,54.437,32.807,61.493,22.2,50.904,33.584,45.818,62.132,41.109,19.73
3854,8.0,1.0,355,0.3052,3633.4,4568.1,9.3168,27.4,42.689,2715.1,75.497,120.39,0.42886,79.999,52.244,2641.9,25.891,48.989,3116.8,23.69,68.101,278.89,340.91,94.894,76.818,31.832,9.2997,26.454,6.8001,18.405,1.6254,33.176,14.479,23.33,1.2113,18.491,2.2251,4.9483,2.3482,-0.0085341,0.78246,0.098301,54.465,44.298,62.337,54.091,30.428,62.823,21.875,50.563,44.704,44.195,61.869,40.426,16.261
3855,8.0,1.0,356,0.30587,3661.3,4579.7,9.4587,26.852,42.001,2716.1,74.899,120.37,0.42678,79.875,49.686,2644.3,24.596,48.998,3116.7,23.292,67.846,282.43,340.54,94.871,77.737,31.832,9.2997,26.454,6.8001,18.405,1.6254,33.176,14.479,23.33,1.2113,18.491,2.2251,4.9483,2.3482,0.02553,0.76886,0.091166,53.08,44.006,61.856,53.952,30.363,62.129,21.564,50.817,37.177,44.216,60.829,39.767,17.17
3856,8.0,1.0,357,0.35797,3708.5,4579.0,9.3775,26.769,42.594,2721.7,74.951,120.4,0.42596,79.94,50.814,2649.2,24.746,48.628,3122.3,24.365,67.692,280.21,340.47,94.797,77.475,31.536,9.2956,26.321,6.9073,18.472,1.613,32.479,14.373,23.953,1.2461,18.351,2.2605,4.9429,2.3293,0.02553,0.76886,0.091166,53.08,44.006,62.871,54.039,35.479,61.596,21.896,51.168,40.496,43.359,60.503,41.848,14.645
3857,8.0,1.0,358,0.35806,3672.7,4526.8,9.3483,27.295,42.499,2724.8,75.239,120.39,0.4274,80.122,51.454,2653.1,25.225,49.836,3127.3,23.078,67.609,277.77,339.71,94.596,77.773,31.536,9.2956,26.321,6.9073,18.472,1.613,32.479,14.373,23.953,1.2461,18.351,2.2605,4.9429,2.3293,0.02553,0.76886,0.091166,53.08,44.006,63.487,54.663,35.469,61.957,21.847,50.993,42.379,46.154,60.198,41.067,17.67
3858,8.0,1.0,359,0.39387,3676.4,4551.3,9.4598,26.637,42.351,2729.2,74.993,120.42,0.41741,80.212,48.562,2657.5,24.838,52.378,3130.4,23.625,67.609,275.69,340.0,94.587,77.837,31.75,9.1922,26.972,6.7675,18.627,1.5862,32.706,14.555,24.473,1.2854,18.192,2.2604,4.8158,2.2903,0.02553,0.76886,0.091166,53.08,44.006,62.509,54.264,38.603,62.144,21.81,50.269,33.868,52.037,59.858,41.32,16.353
3859,8.0,1.0,360,0.39334,3680.8,4526.4,9.2623,27.052,42.596,2731.0,74.566,120.41,0.42016,80.128,49.449,2659.3,24.444,49.423,3133.6,22.804,67.583,275.57,340.05,94.536,77.627,31.75,9.1922,26.972,6.7675,18.627,1.5862,32.706,14.555,24.473,1.2854,18.192,2.2604,4.8158,2.2903,0.02553,0.76886,0.091166,53.08,44.006,62.433,54.562,38.655,62.123,21.898,49.933,36.479,45.199,59.347,40.604,18.31
3860,8.0,1.0,361,0.37769,3701.7,4523.2,9.355,27.18,42.524,2731.0,75.107,120.45,0.44548,79.925,48.923,2658.6,23.967,49.967,3132.5,22.944,67.472,273.5,340.45,94.608,77.498,31.666,9.161,26.671,6.8426,18.818,1.612,32.333,14.135,24.163,1.2098,18.034,2.2344,4.8454,2.3456,0.00027514,0.78058,0.085522,53.364,43.746,63.342,54.259,37.242,61.508,22.206,52.666,34.93,46.457,58.559,41.756,17.995
3861,8.0,1.0,362,0.38097,3721.7,4536.6,9.394,27.111,42.631,2728.5,75.859,120.39,0.44736,79.613,48.65,2656.5,25.764,50.707,3129.3,22.759,67.345,270.47,340.82,94.382,76.998,31.666,9.161,26.671,6.8426,18.818,1.612,32.333,14.135,24.163,1.2098,18.034,2.2344,4.8454,2.3456,0.00027514,0.78058,0.085522,53.364,43.746,62.998,54.098,36.919,63.534,22.191,52.436,34.126,48.17,58.119,40.524,18.49
3862,8.0,1.0,363,0.39259,3661.6,4497.0,9.3454,26.594,42.51,2729.0,75.613,120.44,0.40128,79.517,49.745,2657.7,26.207,49.095,3127.0,23.839,67.164,268.17,342.09,94.594,77.018,31.669,9.1044,27.177,6.8527,18.504,1.6185,31.783,14.166,24.636,1.374,18.546,2.2264,4.7914,2.2129,0.00027514,0.78058,0.085522,53.364,43.746,63.445,54.113,38.348,60.041,22.341,47.575,37.351,44.44,57.624,42.282,15.951
3863,8.0,1.0,364,0.39358,3674.5,4511.1,9.452,26.835,42.469,2730.9,74.545,120.42,0.40304,79.635,49.03,2661.1,27.269,49.412,3127.3,23.526,67.019,266.32,342.72,94.331,77.597,31.669,9.1044,27.177,6.8527,18.504,1.6185,31.783,14.166,24.636,1.374,18.546,2.2264,4.7914,2.2129,0.00027514,0.78058,0.085522,53.364,43.746,63.224,53.943,38.25,61.303,22.769,47.359,35.246,45.173,57.095,41.45,16.663
3864,8.0,1.0,365,0.39797,3660.5,4535.5,9.3341,26.538,42.163,2730.9,74.903,120.42,0.40729,79.653,50.613,2659.3,24.572,49.496,3127.2,22.744,66.954,265.44,343.36,94.426,77.338,32.2,9.189,26.429,6.849,18.309,1.6176,32.044,14.277,24.971,1.0896,18.287,2.2094,4.7503,2.2527,0.00027514,0.78058,0.085522,53.364,43.746,63.408,54.44,38.833,62.006,22.693,48.15,39.905,45.367,56.476,41.767,18.538
3865,8.0,1.0,366,0.3959,3725.3,4538.4,9.3799,26.867,42.645,2730.1,75.007,120.41,0.41006,79.564,48.91,2659.3,27.374,51.281,3125.2,22.354,66.869,261.98,344.36,94.23,77.537,32.2,9.189,26.429,6.849,18.309,1.6176,32.044,14.277,24.971,1.0896,18.287,2.2094,4.7503,2.2527,0.023145,0.78339,0.082064,53.277,44.096,62.293,54.405,39.037,59.461,23.337,47.812,34.892,49.498,56.285,41.784,19.469
3866,8.0,1.0,367,0.34595,3720.4,4549.0,9.3321,26.466,42.69,2727.2,75.565,120.42,0.4231,79.531,49.798,2657.0,26.785,50.966,3121.7,23.557,66.801,261.61,345.58,94.441,77.15,32.362,9.1452,26.454,7.066,18.657,1.5479,32.67,14.13,24.668,1.226,18.488,2.2521,4.7649,2.2318,0.023145,0.78339,0.082064,53.277,44.096,62.44,54.821,34.367,60.593,23.171,49.781,37.505,48.769,55.712,41.438,16.647
3867,8.0,1.0,368,0.34712,3659.2,4549.6,9.2838,27.016,42.34,2724.2,75.001,120.39,0.4236,79.379,50.8,2654.4,26.635,48.71,3116.4,21.932,66.718,260.91,345.85,94.302,76.994,32.362,9.1452,26.454,7.066,18.657,1.5479,32.67,14.13,24.668,1.226,18.488,2.2521,4.7649,2.2318,0.023145,0.78339,0.082064,53.277,44.096,63.493,54.812,34.253,63.278,23.727,49.72,40.455,43.548,55.172,42.481,20.538
3868,8.0,1.0,369,0.33129,3630.2,4527.7,9.3749,26.701,42.386,2721.2,75.502,120.38,0.40812,79.316,49.58,2650.5,27.259,49.414,3112.2,22.068,66.613,258.69,346.83,94.551,77.068,32.228,8.9083,26.29,6.92,18.798,1.6182,33.106,14.171,23.685,1.2071,17.749,2.2034,4.8254,2.2279,0.023145,0.78339,0.082064,53.277,44.096,62.018,54.269,32.54,60.478,23.388,48.251,36.865,45.179,54.772,40.871,20.231
3869,8.0,1.0,370,0.32977,3614.1,4542.2,9.3019,26.776,42.218,2720.5,74.925,120.36,0.41442,79.365,48.68,2650.0,25.218,51.131,3109.7,22.154,66.521,257.19,347.57,94.545,77.371,32.228,8.9083,26.29,6.92,18.798,1.6182,33.106,14.171,23.685,1.2071,17.749,2.2034,4.8254,2.2279,0.023145,0.78339,0.082064,53.277,44.096,62.295,54.095,32.69,61.445,23.901,47.483,34.216,49.152,54.313,40.84,20.022
3870,8.0,1.0,371,0.34259,3638.3,4520.1,9.2736,27.107,42.546,2721.7,75.465,120.39,0.41788,79.662,48.598,2652.4,26.147,49.123,3109.9,23.117,66.484,256.83,348.01,94.433,77.556,32.895,9.0463,26.493,6.892,18.274,1.6084,33.609,14.063,24.395,1.2857,17.775,2.1978,4.8183,2.2927,0.028141,0.78744,0.093492,54.984,43.1,63.054,54.022,33.762,61.749,24.554,48.646,33.974,44.504,53.726,41.518,17.71
3871,8.0,1.0,372,0.34351,3684.5,4529.4,9.3885,27.037,42.132,2719.2,75.713,120.38,0.41874,79.632,51.58,2650.2,23.686,50.249,3106.4,22.783,66.486,255.43,349.16,94.392,77.565,32.895,9.0463,26.493,6.892,18.274,1.6084,33.609,14.063,24.395,1.2857,17.775,2.1978,4.8183,2.2927,0.028141,0.78744,0.093492,54.984,43.1,62.259,53.91,33.672,60.55,24.608,48.54,42.75,47.109,53.245,41.168,18.504
3872,8.0,1.0,373,0.27495,3641.4,4551.2,9.2659,26.799,42.641,2716.7,74.995,120.41,0.40733,79.706,49.832,2646.9,25.402,48.352,3103.9,24.024,66.48,252.46,349.62,94.389,77.657,32.932,9.05,26.234,6.8036,18.514,1.6055,33.888,14.242,23.389,1.0826,18.164,2.1815,4.7659,2.2708,0.028141,0.78744,0.093492,54.984,43.1,63.223,54.977,26.963,61.801,24.493,47.477,37.607,42.719,52.905,41.621,15.536
3873,8.0,1.0,374,0.27304,3658.5,4581.3,9.4226,26.654,42.214,2711.9,74.796,120.41,0.40909,79.54,50.461,2642.5,26.687,49.923,3099.3,22.728,66.443,250.91,350.24,94.454,77.177,32.932,9.05,26.234,6.8036,18.514,1.6055,33.888,14.242,23.389,1.0826,18.164,2.1815,4.7659,2.2708,0.028141,0.78744,0.093492,54.984,43.1,62.928,54.616,27.151,59.556,24.433,47.261,39.457,46.357,52.44,41.558,18.661
3874,8.0,1.0,375,0.26277,3687.8,4527.7,9.3089,26.675,42.182,2706.6,74.502,120.41,0.42926,79.398,49.418,2637.4,24.418,47.982,3092.4,22.874,66.35,247.0,350.77,94.379,76.783,32.908,8.9584,25.55,6.9087,18.392,1.6085,33.879,14.038,23.166,1.3339,18.032,2.2382,4.813,2.2474,0.028141,0.78744,0.093492,54.984,43.1,63.233,54.733,25.962,60.808,24.548,50.081,36.386,41.863,52.191,42.085,18.36
3875,8.0,1.0,376,0.26337,3677.4,4540.5,9.2932,26.971,42.159,2701.0,74.991,120.35,0.43006,79.321,51.102,2631.6,26.502,52.124,3086.7,23.335,66.228,248.13,350.85,94.503,77.167,32.908,8.9584,25.55,6.9087,18.392,1.6085,33.879,14.038,23.166,1.3339,18.032,2.2382,4.813,2.2474,0.028946,0.826,0.095368,54.356,43.879,63.413,54.579,25.903,60.291,24.611,49.983,41.344,51.449,51.512,40.98,17.263
3876,8.0,1.0,377,0.25897,3675.8,4550.7,9.3011,26.93,42.276,2700.2,74.933,120.42,0.40832,79.686,50.357,2631.0,23.821,51.766,3085.3,22.798,66.198,245.44,351.0,94.361,77.727,33.181,9.0217,25.808,6.6444,18.263,1.6595,34.492,14.004,22.657,1.0377,18.025,2.1741,4.8008,2.2414,0.028946,0.826,0.095368,54.356,43.879,62.542,54.812,25.304,61.342,24.791,47.636,39.15,50.622,51.166,41.827,18.492
3877,8.0,1.0,378,0.25793,3657.7,4570.3,9.4027,26.787,42.574,2697.7,74.247,120.38,0.40507,79.695,48.739,2628.6,25.073,50.314,3082.6,23.662,66.212,245.36,351.61,94.457,77.332,33.181,9.0217,25.808,6.6444,18.263,1.6595,34.492,14.004,22.657,1.0377,18.025,2.1741,4.8008,2.2414,0.028946,0.826,0.095368,54.356,43.879,62.853,54.577,25.407,60.142,24.689,48.032,34.389,47.26,50.583,40.914,16.464
