,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,primaryFault
599,0.24019,3612.8,4469.0,9.4244,26.886,42.324,2719.6,74.808,120.36,0.42744,80.205,50.629,2648.4,26.561,50.322,3117.1,22.864,65.425,228.26,341.34,94.948,77.529,31.847,9.2695,26.357,6.7573,18.669,1.6526,32.81,14.611,23.465,1.2429,18.735,2.2916,4.9122,2.3421,0.020188,0.83034,0.1037,54.193,43.174,62.946,54.681,23.507,62.158,22.6,51.231,39.951,47.279,45.842,39.483,18.289,3
600,0.25033,3752.0,4457.6,9.29,26.807,42.46,2707.6,73.717,120.41,0.34722,79.803,50.128,2638.3,26.273,49.569,3105.7,23.253,64.845,211.65,341.13,94.581,77.113,32.197,8.9464,26.659,6.8871,19.073,1.6788,32.66,13.93,24.047,1.3366,18.187,2.2391,4.8264,2.2927,0.021514,0.86254,0.092001,54.748,43.352,63.402,53.666,24.646,60.349,22.366,41.157,38.475,45.537,42.578,40.965,17.446,1
601,0.25129,3671.5,4462.9,9.2097,26.379,42.191,2707.2,75.202,120.41,0.35107,79.929,48.497,2636.2,25.528,48.829,3104.4,22.499,64.839,213.56,341.38,94.443,77.366,32.197,8.9464,26.659,6.8871,19.073,1.6788,32.66,13.93,24.047,1.3366,18.187,2.2391,4.8264,2.2927,0.021514,0.86254,0.092001,54.748,43.352,64.787,53.603,24.552,61.086,21.955,40.687,33.676,43.824,42.704,40.944,19.217,1
602,0.24766,3654.8,4539.9,9.3449,26.878,42.173,2704.3,75.201,120.39,0.34554,79.865,51.247,2633.1,25.788,49.625,3102.5,22.968,64.884,213.71,341.03,94.747,77.115,32.1,9.0171,26.993,6.9718,18.985,1.6152,32.54,13.766,23.925,1.224,18.484,2.2354,4.7691,2.2907,0.021514,0.86254,0.092001,54.748,43.352,63.277,52.997,24.636,60.695,21.823,40.395,41.771,45.666,42.982,40.943,18.133,1
603,0.24916,3626.7,4487.4,9.3296,26.857,42.666,2704.5,75.57,120.4,0.3416,79.986,51.185,2634.7,25.837,49.734,3099.8,22.671,64.914,214.03,340.86,94.503,77.362,32.1,9.0171,26.993,6.9718,18.985,1.6152,32.54,13.766,23.925,1.224,18.484,2.2354,4.7691,2.2907,0.021514,0.86254,0.092001,54.748,43.352,63.761,53.625,24.489,62.842,22.691,40.877,41.588,45.918,43.245,40.854,18.825,1
604,0.25897,3673.5,4460.3,9.2313,26.929,42.353,2704.3,75.212,120.39,0.32538,79.972,49.204,2632.8,24.708,49.08,3101.0,22.461,64.979,213.59,340.63,94.75,77.0,31.767,8.7762,26.595,6.817,18.764,1.6756,33.091,13.802,23.943,1.2256,18.288,2.2834,4.8489,2.2572,0.021514,0.86254,0.092001,54.748,43.352,62.169,54.123,25.445,61.245,22.368,38.511,35.759,44.405,43.571,40.441,19.356,1
605,0.25746,3642.2,4489.6,9.319,26.847,42.382,2706.1,75.237,120.39,0.3242,80.141,50.631,2634.8,23.971,50.36,3102.4,23.385,65.031,213.8,340.87,94.623,77.354,31.767,8.7762,26.595,6.817,18.764,1.6756,33.091,13.802,23.943,1.2256,18.288,2.2834,4.8489,2.2572,0.010734,0.86148,0.10292,53.505,43.974,62.706,53.772,25.593,63.276,22.312,38.655,39.957,47.366,43.854,41.577,17.125,1
606,0.2946,3676.1,4514.1,9.5014,26.963,42.769,2706.9,75.359,120.4,0.32681,80.074,51.357,2635.2,24.864,50.984,3103.9,23.369,65.099,217.45,340.78,94.753,76.899,31.973,8.7846,26.457,6.9135,18.758,1.6917,32.864,13.843,24.263,1.3503,18.725,2.2331,4.8189,2.356,0.010734,0.86148,0.10292,53.505,43.974,63.47,54.004,28.803,60.027,22.355,39.228,42.094,48.812,43.815,41.3,17.197,1
607,0.29398,3692.9,4502.5,9.4412,27.191,42.425,2705.0,74.402,120.41,0.32941,79.936,49.917,2633.0,26.595,50.498,3102.8,23.052,65.116,216.22,340.57,94.488,76.987,31.973,8.7846,26.457,6.9135,18.758,1.6917,32.864,13.843,24.263,1.3503,18.725,2.2331,4.8189,2.356,0.010734,0.86148,0.10292,53.505,43.974,63.181,54.143,28.865,60.295,22.238,38.911,37.855,47.687,44.216,40.952,17.953,1
608,0.27706,3642.3,4530.6,9.3654,26.984,42.376,2705.9,75.013,120.39,0.33363,80.002,50.584,2634.9,24.827,50.171,3102.3,22.857,65.121,216.54,341.33,94.652,77.467,32.045,8.7704,26.363,6.9109,18.545,1.6228,33.074,14.013,24.054,1.3086,18.052,2.2645,4.7821,2.3528,0.010734,0.86148,0.10292,53.505,43.974,63.221,53.825,27.265,60.497,22.394,39.51,39.818,46.931,44.476,40.836,18.392,1
609,0.27588,3676.0,4497.1,9.3112,26.82,42.479,2704.4,74.946,120.38,0.33622,79.917,49.778,2632.8,26.676,49.606,3103.9,22.302,65.161,218.23,340.94,94.645,77.082,32.045,8.7704,26.363,6.9109,18.545,1.6228,33.074,14.013,24.054,1.3086,18.052,2.2645,4.7821,2.3528,0.010734,0.86148,0.10292,53.505,43.974,62.64,54.226,27.382,61.413,21.897,39.193,37.446,45.622,44.614,40.074,19.738,1
610,0.27298,3663.0,4556.9,9.3491,27.061,42.624,2706.3,74.893,120.4,0.3489,79.95,50.947,2636.0,24.274,51.092,3102.5,24.053,65.155,222.53,341.33,94.618,77.319,31.901,8.9869,26.34,6.9572,18.578,1.599,32.773,13.787,24.468,1.2234,18.104,2.2794,4.9155,2.2082,0.025878,0.8484,0.10996,52.942,43.473,62.858,54.053,26.651,60.503,22.431,42.33,40.886,49.062,44.538,40.726,15.573,1
611,0.27108,3649.2,4559.0,9.2491,26.759,42.179,2708.7,74.987,120.42,0.35174,80.194,49.451,2637.9,23.738,50.868,3105.0,22.545,65.205,217.91,341.05,94.548,77.651,31.901,8.9869,26.34,6.9572,18.578,1.599,32.773,13.787,24.468,1.2234,18.104,2.2794,4.9155,2.2082,0.025878,0.8484,0.10996,52.942,43.473,63.096,54.029,26.838,61.182,22.399,41.982,36.485,48.542,45.244,41.11,19.115,1
612,0.28724,3644.1,4557.5,9.4195,27.069,42.423,2709.1,75.186,120.41,0.32941,80.197,50.475,2637.2,22.602,51.4,3106.4,23.267,65.341,221.41,341.18,94.56,77.447,31.93,8.9333,26.479,6.9745,18.825,1.6241,32.816,13.739,23.98,1.3468,18.703,2.2141,4.8157,2.3243,0.025878,0.8484,0.10996,52.942,43.473,62.728,54.001,28.439,61.675,21.974,38.789,39.498,49.774,45.218,41.341,17.397,1
613,0.28729,3623.7,4519.9,9.3683,27.217,42.116,2708.8,75.13,120.38,0.32528,80.194,50.376,2638.9,23.136,49.442,3106.8,23.093,65.377,223.08,341.46,94.638,77.039,31.93,8.9333,26.479,6.9745,18.825,1.6241,32.816,13.739,23.98,1.3468,18.703,2.2141,4.8157,2.3243,0.025878,0.8484,0.10996,52.942,43.473,63.079,54.451,28.434,60.455,22.346,39.294,39.207,45.244,45.356,41.226,17.827,1
614,0.28959,3630.1,4534.7,9.3766,26.982,42.441,2708.2,74.896,120.4,0.32339,80.023,49.518,2637.1,25.152,49.374,3105.7,22.146,65.402,223.31,341.23,94.539,77.184,32.328,8.751,26.633,6.9146,18.632,1.6696,33.209,13.772,24.162,1.2845,19.11,2.2364,4.8492,2.2945,0.025878,0.8484,0.10996,52.942,43.473,62.739,53.68,28.219,60.357,22.361,38.136,36.68,45.085,45.622,40.325,20.072,1
615,0.29117,3657.9,4559.7,9.3494,26.871,42.476,2709.4,75.174,120.42,0.32473,80.04,48.671,2637.7,23.635,49.03,3106.0,23.256,65.394,223.56,341.71,94.737,77.51,32.328,8.751,26.633,6.9146,18.632,1.6696,33.209,13.772,24.162,1.2845,19.11,2.2364,4.8492,2.2945,0.02718,0.85869,0.10062,54.107,43.889,62.26,53.381,28.064,60.042,22.358,37.973,34.188,44.288,45.588,41.187,17.415,1
616,0.24996,3662.5,4537.3,9.2917,26.958,42.252,2709.1,74.513,120.39,0.32462,80.024,50.229,2637.9,26.037,51.144,3104.8,21.434,65.397,224.65,342.28,94.521,76.996,32.419,8.8528,26.917,6.9047,18.83,1.6438,33.506,13.982,24.003,1.1791,18.577,2.2506,4.7658,2.4,0.02718,0.85869,0.10062,54.107,43.889,62.648,54.13,24.654,59.626,22.603,38.781,38.773,49.181,45.645,41.325,21.77,1
617,0.25063,3680.8,4525.4,9.3448,26.828,42.298,2707.1,74.658,120.42,0.32074,79.819,52.751,2636.1,25.385,51.027,3102.9,23.657,65.393,224.91,342.19,94.792,76.889,32.419,8.8528,26.917,6.9047,18.83,1.6438,33.506,13.982,24.003,1.1791,18.577,2.2506,4.7658,2.4,0.02718,0.85869,0.10062,54.107,43.889,62.332,54.273,24.587,60.672,22.485,39.254,46.197,48.912,45.78,41.311,16.518,1
618,0.23868,3647.6,4534.4,9.3615,27.061,42.339,2706.9,75.378,120.4,0.35032,79.928,48.439,2635.8,24.206,47.575,3101.8,23.374,65.373,224.13,341.79,94.584,77.296,32.538,8.9235,26.785,6.7642,18.9,1.6885,32.607,13.856,24.198,1.2035,18.937,2.2491,4.8625,2.2749,0.02718,0.85869,0.10062,54.107,43.889,62.965,53.687,23.655,61.039,22.722,41.335,33.507,40.921,46.008,40.989,17.162,1
619,0.24033,3651.0,4497.1,9.28,27.016,42.467,2705.8,75.12,120.41,0.3507,79.972,51.398,2634.6,24.255,50.216,3103.5,23.577,65.406,226.15,341.25,94.806,77.093,32.538,8.9235,26.785,6.7642,18.9,1.6885,32.607,13.856,24.198,1.2035,18.937,2.2491,4.8625,2.2749,0.02718,0.85869,0.10062,54.107,43.889,62.906,54.134,23.492,62.191,22.227,41.289,42.214,47.035,45.984,40.741,16.691,1
620,0.22601,3681.0,4491.3,9.4498,26.798,42.259,2707.1,75.108,120.41,0.33392,80.079,49.664,2636.0,24.404,49.872,3103.0,23.233,65.42,225.35,341.09,94.54,77.157,32.217,8.9774,26.529,6.7845,18.673,1.6572,32.999,13.893,24.06,1.3355,19.037,2.23,4.8,2.3346,0.013713,0.84739,0.1153,53.286,44.677,63.668,54.018,22.052,60.686,22.424,40.101,37.11,46.237,46.506,41.297,17.502,1
621,0.22409,3711.8,4482.6,9.4251,26.923,42.069,2703.3,75.3,120.39,0.3366,79.861,49.353,2631.8,24.697,50.32,3100.3,23.633,65.456,226.23,341.2,94.595,76.957,32.217,8.9774,26.529,6.7845,18.673,1.6572,32.999,13.893,24.06,1.3355,19.037,2.23,4.8,2.3346,0.013713,0.84739,0.1153,53.286,44.677,63.137,54.121,22.241,59.869,22.182,39.774,36.195,47.275,46.709,40.817,16.579,1
622,0.25352,3720.4,4489.3,9.2501,27.01,42.582,2703.2,74.662,120.42,0.3414,79.994,49.817,2632.1,23.882,50.352,3100.4,21.808,65.463,227.35,341.31,94.64,77.168,32.016,8.863,26.238,6.8361,18.813,1.6496,32.813,13.78,23.842,1.1752,19.074,2.2256,4.8268,2.2638,0.013713,0.84739,0.1153,53.286,44.677,62.913,54.594,25.051,60.112,22.193,40.273,37.562,47.348,46.89,41.652,20.898,1
623,0.25329,3665.2,4519.9,9.2948,26.983,42.206,2702.1,75.85,120.39,0.33964,80.009,50.469,2631.1,25.442,47.653,3099.5,22.913,65.491,229.68,340.88,94.546,77.101,32.016,8.863,26.238,6.8361,18.813,1.6496,32.813,13.78,23.842,1.1752,19.074,2.2256,4.8268,2.2638,0.013713,0.84739,0.1153,53.286,44.677,63.863,54.228,25.074,60.532,22.092,40.488,39.48,41.103,46.962,40.835,18.286,1
624,0.27649,3684.8,4496.8,9.4107,26.861,42.531,2702.2,74.572,120.39,0.32495,80.006,49.386,2630.0,28.411,51.188,3101.0,22.925,65.555,229.83,340.49,94.513,77.206,32.279,8.7787,26.632,6.81,18.809,1.6585,33.363,13.766,23.432,1.1744,18.619,2.26,4.7628,2.3053,0.013713,0.84739,0.1153,53.286,44.677,63.14,54.169,26.768,60.071,21.535,39.269,36.293,49.283,47.226,40.216,18.253,1
625,0.27621,3709.7,4534.7,9.1277,26.983,42.701,2704.7,75.2,120.42,0.32589,80.205,50.634,2633.6,26.18,51.128,3101.4,23.151,65.594,230.48,340.58,94.514,77.487,32.279,8.7787,26.632,6.81,18.809,1.6585,33.363,13.766,23.432,1.1744,18.619,2.26,4.7628,2.3053,0.020175,0.85718,0.11368,52.809,43.542,62.711,53.715,26.796,61.236,22.0,39.154,39.964,49.144,47.185,41.489,17.686,1
626,0.25131,3681.3,4556.8,9.2416,26.914,42.323,2704.1,75.359,120.4,0.3257,80.269,48.601,2633.1,25.156,49.844,3102.5,22.595,65.703,229.11,340.97,94.537,77.239,32.167,8.9389,26.561,7.0137,18.859,1.6782,32.459,13.771,23.572,1.1555,19.247,2.2784,4.8166,2.2861,0.020175,0.85718,0.11368,52.809,43.542,63.485,53.455,24.333,62.545,22.003,38.726,33.983,46.174,47.465,41.496,19.006,1
627,0.2497,3665.9,4536.1,9.2928,27.198,42.225,2703.0,74.837,120.4,0.32729,80.228,50.474,2631.5,25.424,51.238,3100.5,23.351,65.755,230.81,340.57,94.449,77.243,32.167,8.9389,26.561,7.0137,18.859,1.6782,32.459,13.771,23.572,1.1555,19.247,2.2784,4.8166,2.2861,0.020175,0.85718,0.11368,52.809,43.542,63.75,53.703,24.491,60.605,22.161,38.532,39.495,49.398,47.47,41.216,17.211,1
628,0.26144,3654.2,4507.8,9.3507,26.72,42.648,2701.8,75.324,120.36,0.32588,80.241,50.955,2630.5,25.21,52.077,3100.4,22.656,65.772,232.77,340.52,94.61,77.534,31.87,9.0141,26.194,6.6834,18.716,1.6583,32.91,13.994,24.067,1.2229,18.642,2.2885,4.8391,2.2862,0.020175,0.85718,0.11368,52.809,43.542,62.136,53.908,25.396,62.326,22.004,38.746,40.911,51.342,47.452,40.671,18.831,1
629,0.25946,3640.0,4487.2,9.2364,26.888,42.24,2703.0,74.988,120.39,0.328,80.257,50.871,2630.6,23.431,51.952,3100.7,22.421,65.825,229.3,340.54,94.674,76.921,31.87,9.0141,26.194,6.6834,18.716,1.6583,32.91,13.994,24.067,1.2229,18.642,2.2885,4.8391,2.2862,0.020175,0.85718,0.11368,52.809,43.542,62.38,54.154,25.591,62.28,22.247,38.488,40.664,51.051,47.915,41.232,19.419,1
630,0.2892,3695.8,4550.2,9.279,26.763,41.988,2701.1,75.192,120.39,0.35091,79.983,51.082,2629.3,25.378,49.942,3100.3,22.593,65.793,233.31,340.82,94.588,77.128,31.719,8.764,26.238,6.9152,18.994,1.7085,32.782,13.648,24.229,1.3837,18.596,2.2745,4.8515,2.3017,0.021781,0.85211,0.08613,53.724,44.775,64.349,53.75,28.665,62.032,21.652,41.756,41.283,46.4,47.995,41.138,19.016,1
631,0.29124,3691.1,4524.4,9.3327,26.585,42.708,2700.2,75.068,120.44,0.35282,79.895,50.369,2627.7,23.433,50.68,3099.3,23.513,65.765,232.53,340.75,94.495,77.089,31.719,8.764,26.238,6.9152,18.994,1.7085,32.782,13.648,24.229,1.3837,18.596,2.2745,4.8515,2.3017,0.021781,0.85211,0.08613,53.724,44.775,64.43,54.059,28.465,61.575,21.672,41.524,39.186,48.107,48.346,41.671,16.855,1
632,0.30854,3647.6,4455.8,9.2272,27.154,42.208,2702.4,75.992,120.39,0.31264,80.153,49.92,2631.3,27.67,49.906,3101.0,22.908,65.784,234.97,340.51,94.559,77.418,32.316,9.2467,26.255,6.8965,19.099,1.6744,33.217,13.914,23.903,1.3875,18.588,2.3075,4.9516,2.2912,0.021781,0.85211,0.08613,53.724,44.775,63.224,54.182,30.424,60.321,22.061,37.163,37.863,46.316,48.41,40.912,18.261,1
633,0.30911,3670.4,4471.4,9.3052,26.53,42.549,2704.2,74.803,120.43,0.31024,80.296,49.532,2633.3,24.715,47.853,3101.7,21.944,65.863,235.88,341.13,94.505,77.552,32.316,9.2467,26.255,6.8965,19.099,1.6744,33.217,13.914,23.903,1.3875,18.588,2.3075,4.9516,2.2912,0.021781,0.85211,0.08613,53.724,44.775,62.831,53.996,30.368,60.672,21.912,37.456,36.723,41.564,48.602,41.722,20.521,1
634,0.25227,3650.3,4465.6,9.3797,27.196,42.539,2702.6,74.286,120.38,0.34427,80.247,50.245,2630.4,25.693,50.561,3099.8,22.793,65.923,234.6,341.0,94.519,77.192,32.118,8.7854,25.945,7.0647,18.885,1.6756,33.202,14.048,23.773,1.4128,18.429,2.2728,4.7965,2.1947,0.021781,0.85211,0.08613,53.724,44.775,63.319,53.762,24.962,61.112,22.165,40.369,38.822,47.832,48.987,40.97,18.527,1
635,0.25328,3647.6,4448.7,9.2796,27.0,42.504,2701.3,74.623,120.41,0.33778,80.167,48.905,2630.1,26.332,50.483,3098.0,22.736,65.972,234.5,341.12,94.642,77.33,32.118,8.7854,25.945,7.0647,18.885,1.6756,33.202,14.048,23.773,1.4128,18.429,2.2728,4.7965,2.1947,0.030748,0.84352,0.091899,52.966,42.883,63.365,53.964,24.862,61.973,22.096,41.162,34.879,47.651,49.171,41.498,18.653,1
636,0.27166,3634.7,4512.9,9.2693,26.438,42.524,2701.0,75.796,120.37,0.35835,80.256,51.38,2629.6,24.593,49.556,3097.8,23.024,66.015,233.95,341.62,94.685,77.194,31.852,8.9876,25.971,6.9459,19.01,1.6512,32.537,13.816,23.449,1.2418,18.62,2.2963,4.8532,2.3096,0.030748,0.84352,0.091899,52.966,42.883,62.019,53.685,26.765,62.558,21.872,42.481,42.162,45.506,49.446,40.171,17.962,1
637,0.2728,3654.6,4502.8,9.2974,26.952,42.323,2700.2,75.552,120.38,0.35588,80.124,50.666,2627.4,24.221,50.399,3097.1,23.755,66.032,236.34,341.42,94.765,76.998,31.852,8.9876,25.971,6.9459,19.01,1.6512,32.537,13.816,23.449,1.2418,18.62,2.2963,4.8532,2.3096,0.030748,0.84352,0.091899,52.966,42.883,61.676,53.806,26.653,61.342,22.121,42.781,40.06,47.456,49.461,40.849,16.248,1
638,0.29991,3632.9,4470.6,9.2374,26.668,42.273,2700.5,74.578,120.41,0.33236,79.955,48.781,2628.8,24.805,50.083,3097.0,23.552,65.996,238.01,341.75,94.727,77.256,31.953,8.8658,26.55,6.9694,18.34,1.6729,32.705,13.811,23.688,1.3957,18.597,2.2807,4.8578,2.2555,0.030748,0.84352,0.091899,52.966,42.883,62.975,53.856,29.453,62.617,21.969,39.597,34.511,46.725,49.541,40.633,16.73,1
639,0.29919,3626.3,4464.5,9.3561,26.801,42.456,2702.5,75.329,120.43,0.33675,80.007,51.556,2632.2,26.278,49.95,3099.2,22.827,65.958,239.93,342.04,94.707,77.08,31.953,8.8658,26.55,6.9694,18.34,1.6729,32.705,13.811,23.688,1.3957,18.597,2.2807,4.8578,2.2555,0.030748,0.84352,0.091899,52.966,42.883,63.089,53.93,29.524,59.493,22.385,39.061,42.679,46.419,49.601,41.209,18.471,1
640,0.29054,3624.6,4534.6,9.2511,26.958,42.164,2706.2,75.299,120.38,0.33352,80.272,49.117,2635.6,23.278,47.953,3102.5,22.555,66.004,239.51,341.96,94.593,77.936,32.432,8.9796,26.217,6.8979,18.806,1.619,33.246,13.893,23.717,1.2776,18.594,2.2296,4.8538,2.271,0.032546,0.84695,0.10793,53.99,43.11,62.84,54.75,29.033,63.126,22.408,39.295,35.5,41.796,49.669,40.359,19.035,1
641,0.29402,3641.7,4557.1,9.3948,26.87,42.325,2707.2,75.085,120.46,0.33448,80.277,50.464,2636.1,26.581,49.563,3103.3,24.228,66.093,240.1,342.7,94.57,77.694,32.432,8.9796,26.217,6.8979,18.806,1.619,33.246,13.893,23.717,1.2776,18.594,2.2296,4.8538,2.271,0.032546,0.84695,0.10793,53.99,43.11,62.546,54.482,28.69,60.272,22.679,39.177,39.466,45.522,49.752,42.349,15.07,1
642,0.24691,3665.3,4477.2,9.4568,26.994,42.611,2707.1,74.688,120.38,0.34369,80.359,50.476,2635.3,25.967,48.846,3104.1,23.446,66.158,238.24,342.58,94.602,77.458,32.264,8.9631,26.247,6.8875,18.676,1.6445,33.555,13.775,23.638,1.4254,18.707,2.2913,4.8079,2.2733,0.032546,0.84695,0.10793,53.99,43.11,62.719,54.331,24.207,63.081,22.352,40.291,39.502,43.862,50.052,40.697,16.917,1
643,0.24634,3650.9,4524.9,9.2308,26.729,42.712,2705.8,74.719,120.42,0.34405,80.259,48.545,2634.7,26.158,49.741,3102.5,22.588,66.196,240.57,342.52,94.559,77.468,32.264,8.9631,26.247,6.8875,18.676,1.6445,33.555,13.775,23.638,1.4254,18.707,2.2913,4.8079,2.2733,0.032546,0.84695,0.10793,53.99,43.11,62.968,53.759,24.263,60.639,22.463,40.248,33.818,45.935,49.979,41.541,18.946,1
644,0.26129,3649.1,4546.1,9.3101,27.09,42.547,2704.2,74.704,120.37,0.32678,80.176,50.807,2633.0,26.773,49.444,3101.3,23.304,66.195,241.82,342.3,94.569,77.073,32.584,8.9475,26.085,6.7352,18.895,1.6539,33.08,13.603,23.449,1.1712,18.573,2.2812,4.9024,2.325,0.032546,0.84695,0.10793,53.99,43.11,63.08,53.829,25.658,60.851,22.387,39.207,40.474,45.248,49.999,40.61,17.273,1
645,0.2618,3626.5,4553.8,9.3673,26.958,42.426,2703.4,74.492,120.43,0.32904,80.048,49.072,2631.2,25.671,49.652,3099.7,24.201,66.193,240.53,341.93,94.639,77.096,32.584,8.9475,26.085,6.7352,18.895,1.6539,33.08,13.603,23.449,1.1712,18.573,2.2812,4.9024,2.325,0.026283,0.85846,0.10349,53.666,43.855,63.468,53.737,25.608,61.523,22.279,38.931,35.37,45.73,50.356,42.198,15.152,1
646,0.22857,3721.0,4503.1,9.2875,27.314,42.424,2704.6,75.325,120.4,0.30873,80.217,48.342,2633.9,24.889,51.083,3100.3,23.01,66.163,242.15,342.69,94.483,77.397,32.235,9.0135,26.273,6.9395,18.802,1.6382,33.325,13.741,23.909,1.141,18.645,2.2777,4.7988,2.3641,0.026283,0.85846,0.10349,53.666,43.855,63.245,53.804,22.318,61.228,22.935,36.609,33.219,49.041,50.393,41.118,17.945,1
647,0.22884,3726.7,4496.1,9.2901,26.728,42.18,2702.4,75.01,120.43,0.30502,80.092,49.57,2630.6,25.325,50.063,3099.1,22.114,66.194,241.28,342.09,94.547,76.761,32.235,9.0135,26.273,6.9395,18.802,1.6382,33.325,13.741,23.909,1.141,18.645,2.2777,4.7988,2.3641,0.026283,0.85846,0.10349,53.666,43.855,63.145,53.889,22.292,63.111,22.096,37.062,36.835,46.68,50.65,41.734,20.122,1
648,0.25832,3624.0,4544.9,9.3508,27.042,42.32,2699.6,73.973,120.39,0.32303,79.832,49.415,2628.4,23.315,49.593,3096.1,23.084,66.15,242.27,342.17,94.577,77.003,32.457,8.7922,26.153,6.6619,18.68,1.6792,33.151,13.8,24.002,1.2494,18.421,2.2332,4.875,2.3642,0.026283,0.85846,0.10349,53.666,43.855,63.164,53.522,25.577,61.353,22.338,38.33,36.378,45.592,50.745,40.632,17.835,1
649,0.26136,3676.8,4487.9,9.3621,26.878,41.953,2700.3,74.323,120.39,0.3218,79.877,49.979,2629.0,26.312,49.277,3096.6,22.966,66.104,243.56,342.51,94.611,77.521,32.457,8.7922,26.153,6.6619,18.68,1.6792,33.151,13.8,24.002,1.2494,18.421,2.2332,4.875,2.3642,0.026283,0.85846,0.10349,53.666,43.855,62.255,54.204,25.278,62.026,22.622,38.481,38.038,44.861,50.816,41.299,18.09,1
650,0.23873,3737.1,4558.9,9.3175,27.284,42.271,2702.7,75.77,120.39,0.3287,80.18,49.283,2631.8,25.627,48.111,3098.5,24.443,66.173,244.72,341.84,94.472,77.383,32.526,8.9286,25.983,6.8584,18.853,1.6688,33.473,14.005,23.333,1.3202,18.148,2.1957,4.8389,2.2472,0.0073006,0.81783,0.10631,53.07,44.215,63.729,53.659,22.948,61.759,22.64,39.142,35.991,42.162,51.218,41.012,14.578,1
651,0.23463,3708.0,4521.1,9.3006,27.087,41.906,2702.4,74.642,120.45,0.33037,80.339,50.4,2631.4,25.009,49.699,3099.6,22.866,66.262,243.62,342.29,94.408,77.216,32.526,8.9286,25.983,6.8584,18.853,1.6688,33.473,14.005,23.333,1.3202,18.148,2.1957,4.8389,2.2472,0.0073006,0.81783,0.10631,53.07,44.215,64.23,54.112,23.351,59.14,22.592,38.938,39.276,45.838,51.632,42.24,18.308,1
652,0.22575,3687.2,4547.5,9.2588,26.774,42.231,2699.9,74.631,120.39,0.35033,80.35,49.271,2629.6,23.31,50.242,3095.7,23.003,66.377,245.62,341.3,94.46,77.327,32.484,8.9019,26.543,6.8918,18.988,1.7162,33.023,13.818,23.394,1.316,17.985,2.288,4.8177,2.2525,0.0073006,0.81783,0.10631,53.07,44.215,62.979,53.372,22.29,61.998,22.507,42.12,35.956,47.094,51.765,41.17,17.969,1
653,0.2266,3677.6,4497.8,9.3792,27.037,42.254,2697.2,74.689,120.41,0.35028,80.271,51.806,2625.2,25.596,51.588,3094.6,23.928,66.439,246.26,341.17,94.584,77.212,32.484,8.9019,26.543,6.8918,18.988,1.7162,33.023,13.818,23.394,1.316,17.985,2.288,4.8177,2.2525,0.0073006,0.81783,0.10631,53.07,44.215,63.143,53.967,22.207,60.161,22.164,42.127,43.414,50.208,52.019,41.621,15.778,1
654,0.22868,3657.6,4460.3,9.457,27.073,42.343,2695.4,74.233,120.36,0.33015,80.258,51.142,2623.3,24.602,49.837,3092.0,22.624,66.47,246.78,340.73,94.63,77.186,32.389,8.8166,26.182,6.8625,18.605,1.6756,32.829,13.811,23.693,1.0453,18.688,2.29,4.8672,2.3681,0.0073006,0.81783,0.10631,53.07,44.215,63.201,54.059,22.155,60.212,22.155,39.719,41.461,46.157,52.283,40.163,18.88,1
655,0.22964,3669.4,4508.1,9.2605,26.808,42.172,2692.3,75.074,120.4,0.33331,79.877,50.02,2619.8,25.282,50.454,3089.3,23.042,66.428,244.91,340.96,94.844,76.909,32.389,8.8166,26.182,6.8625,18.605,1.6756,32.829,13.811,23.693,1.0453,18.688,2.29,4.8672,2.3681,0.025688,0.83509,0.099105,53.292,43.64,62.999,53.486,22.061,61.491,21.923,39.333,38.16,47.584,51.727,41.098,17.941,1
656,0.23439,3688.0,4537.8,9.3867,26.786,42.344,2695.0,75.172,120.39,0.33108,80.158,47.796,2623.0,24.373,50.599,3092.3,23.133,66.355,243.74,340.84,94.513,77.616,32.393,9.035,26.121,7.0493,18.866,1.6755,32.865,13.882,22.965,1.3643,18.738,2.278,4.8765,2.3042,0.025688,0.83509,0.099105,53.292,43.64,62.941,54.069,22.895,61.226,21.898,39.4,31.613,47.921,51.698,41.055,17.677,1
657,0.23111,3653.9,4517.9,9.293,27.009,42.052,2697.3,75.42,120.41,0.33127,80.431,52.208,2626.4,25.5,50.413,3094.8,22.67,66.432,245.96,340.53,94.759,77.317,32.393,9.035,26.121,7.0493,18.866,1.6755,32.865,13.882,22.965,1.3643,18.738,2.278,4.8765,2.3042,0.025688,0.83509,0.099105,53.292,43.64,63.527,54.306,23.217,61.953,22.091,39.376,44.597,47.491,51.36,41.527,18.77,1
